245,034$d,034$e,034$f,034$g,650,651,520$a
"10$aPA City of Philadelphia LiDAR Project Spring 2008.","-75.295766","-74.941526","40.153795","39.843019","\7$aLiDAR.$2EDI Thesaurus|\7$aLiDAR Point Cloud.$2EDI Thesaurus|\7$aimageryBaseMapsEarthCover.$2EDI Thesaurus","\7$aCity of Philadelphia.$2Geographic Names Index Service|\7$aPennsylvania.$2Geographic Names Index Service","PAPhiladelphiaLiDAR2008."
"10$aPA City of Philadelphia LiDAR Project Spring 2010.","-75.295766","-74.941526","40.153795","39.843019","\7$aLiDAR.$2EDI Thesaurus|\7$aLiDAR Point Cloud.$2EDI Thesaurus|\7$aimageryBaseMapsEarthCover.$2EDI Thesaurus","\7$aCity of Philadelphia.$2Geographic Names Index Service|\7$aPennsylvania.$2Geographic Names Index Service","PAPhiladelphiaLiDAR2010."
"10$a2015 City of Philadelphia Classified LiDAR LAS and Derivative Products.","-75.322236","-74.951563","40.141140","39.823133","\0$aCity of Philadelphia.|\0$a2015.|\0$aLAS.|\0$aPictometry.|\0$aLiDAR.",,"PAPhiladelphiaLiDAR2015."
"10$aPennsylvania Public Schools in abandoned coal mine counties.","-80.616759","-74.616704","42.282647","39.557957","\7$aPublic Schools, Education, Institutions, Point.$2ISO 19115 Topic Categories|\7$asociety.$2ISO 19115 Topic Categories","\0$aPennsylvania.","PAPublicSchools_point2009."
"10$a3.75-minute quarter quadrangle boundary index for Pennsylvania."," -80.562306"," -74.624606"," 42.312558"," 39.687579","\7$alocation.$2ISO 19115 Topic Categories|\7$aBoundaries.$2ISO 19115 Topic Categories|\7$aindexes.$2ISO 19115 Topic Categories|\7$aboundaries.$2ISO 19115 Topic Categories|\7$aquarter quadrangle.$2ISO 19115 Topic Categories|\7$a3.75 minute quads.$2ISO 19115 Topic Categories|\7$aDOQQ index.$2ISO 19115 Topic Categories","\7$aPennsylvania.$2GNIS","paquarterquads2003."
"10$aScenic Rivers in Pennsylvania."," -80.5181"," -74.6170"," 42.2340"," 39.6930","\7$ascenic rivers.$2ISO 19115 Topic Categories|\7$astreams.$2ISO 19115 Topic Categories|\7$acreeks.$2ISO 19115 Topic Categories|\7$aInland Waters.$2ISO 19115 Topic Categories","\7$aPennsylvania.$2none|\7$aLick Run.$2none|\7$aLehigh River.$2none|\7$aSchuykill River.$2none|\7$aStony Creek.$2none|\7$aLetort Spring Run.$2none|\7$aFrench Creek.$2none|\7$aBrandywine River.$2none|\7$aOctoraro Creek.$2none|\7$aBear Run.$2none|\7$aTucquan Creek.$2none","pascenicrivers."
"10$aHistorical 15 minute series USGS Map Collection for Pennsylvania.","-80.875","-74.625","42.3750","39.6250","\7$araster image.$2ISO 19115 Topic Categories|\7$atopographic map.$2ISO 19115 Topic Categories|\7$atopopgraphic quadrangle.$2ISO 19115 Topic Categories|\7$adrg.$2ISO 19115 Topic Categories|\7$adigital raster graphic.$2ISO 19115 Topic Categories|\7$ahistoric.$2ISO 19115 Topic Categories|\7$aimageryBaseMapsEarthCover.$2ISO 19115 Topic Categories","\0$aPennsylvania.","pasda-psu-edu&gt;"
"10$aHistorical 15 minute series USGS Map Collection for Pennsylvania, 2nd version.","-80.875","-74.625","42.3750","39.6250","\7$araster image.$2ISO 19115 Topic Categories|\7$atopographic map.$2ISO 19115 Topic Categories|\7$atopopgraphic quadrangle.$2ISO 19115 Topic Categories|\7$adrg.$2ISO 19115 Topic Categories|\7$adigital raster graphic.$2ISO 19115 Topic Categories|\7$ahistoric.$2ISO 19115 Topic Categories|\7$aimageryBaseMapsEarthCover.$2ISO 19115 Topic Categories","\0$aPennsylvania.","pasda-psu-edu&gt;-1dab44ab-1bee-11e8-b3f0-1866da3917eb___unknown."
"10$aQuadrangle boundaries in Pennsylvania."," -80.624813"," -74.624606"," 42.375000"," 39.625079","\7$aQuadrangle Boundaries.$2ISO 19115 Topic Categories|\7$aquads.$2ISO 19115 Topic Categories|\7$aquad bounds.$2ISO 19115 Topic Categories|\7$aBoundaries.$2ISO 19115 Topic Categories","\7$aPennsylvania.$2GNIS","pasdaquads24k."
"10$aPennDOT - State Senate district boundaries."," -80.519349"," -74.689583"," 42.269479"," 39.719860","\7$aboundaries.$2ISO 19115 Topic Categories","\0$aPennsylvania.","PaSenatorial2018_01."
"10$aRiparian Buffers For Seven Counties In Pennsylvania (Berks, Bucks, Chester, Delaware, Montgomery, Northampton, Philadelphia)"," -75.883468"," -74.751653"," 40.962379"," 39.800100","\7$aRiparian.$2ISO Metadata Standard 19115.3|\7$abuffer.$2ISO Metadata Standard 19115.3|\7$aforest.$2ISO Metadata Standard 19115.3|\7$aforest buffer.$2ISO Metadata Standard 19115.3|\7$awatershed.$2ISO Metadata Standard 19115.3|\7$ariver.$2ISO Metadata Standard 19115.3|\7$astream.$2ISO Metadata Standard 19115.3|\7$ainlandwaters.$2ISO Metadata Standard 19115.3","\0$aPennsylvania.|\0$aBerks County.|\0$aBucks County.|\0$aChester County.|\0$aDelaware County.|\0$aMontgomery County.|\0$aNorthampton County.|\0$aPhiladelphia County.","paseriparianbuffers."
"10$aPennDOT - Pennsylvania State Boundaries."," -80.519349"," -74.689583"," 42.269479"," 39.719860","\7$aculture.$2ISO 19115 Topic Categories|\7$aboundaries.$2ISO 19115 Topic Categories|\7$astate.$2ISO 19115 Topic Categories","\0$aPennsylvania.","PaState2018_01."
"10$aPennDOT - Pennsylvania Stateroads."," -80.519340"," -74.693210"," 42.267500"," 39.719880","\7$atransportation.$2ISO 19115 Topic Categories|\7$aroads.$2ISO 19115 Topic Categories|\7$acenterlines.$2ISO 19115 Topic Categories","\0$aPennsylvania.","PaStateRoads2018_01."
"10$aPennDOT - Turnpike Toll Plazas."," -80.493712"," -74.846082"," 41.397453"," 39.746712","\7$atransportation.$2ISO Metadata Standard 19115.3|\7$aexits.$2ISO Metadata Standard 19115.3","\0$aPennsylvania.","PATpkTollPlazas2008_08."
"10$aPennDOT - Pennsylvania Traffic Counts."," -80.519344"," -74.693209"," 42.267499"," 39.719882","\7$atransportation.$2ISO Metadata Standard 19115.3","\0$aPennsylvania.","PaTraffic2018_01."
"10$aUnpaved Roads of Pennsylvania."," -80.616991"," -74.774085"," 42.264780"," 39.680268","\7$adirt roads.$2ISO Metadata Standard 19115.3 Topic|\7$aunpaved roads.$2ISO Metadata Standard 19115.3 Topic|\7$asediment.$2ISO Metadata Standard 19115.3 Topic|\7$aconservation commission.$2ISO Metadata Standard 19115.3 Topic|\7$agravel roads.$2ISO Metadata Standard 19115.3 Topic|\7$atransportation.$2ISO Metadata Standard 19115.3 Topic","\0$aPennsylvania.|\0$aPenn State.","paunpavedroads2012."
"10$aPenn Pilot (Historical Aerial Photo Library)","-80.616991","-74.774085","42.264780","39.680268","\7$aDOQ.$2ISO 19115 Topic Categories|\7$aDOQQ.$2ISO 19115 Topic Categories|\7$adigital orthophoto.$2ISO 19115 Topic Categories|\7$adigital orthophotoquad.$2ISO 19115 Topic Categories|\7$adigital image map.$2ISO 19115 Topic Categories|\7$aaerial photograph.$2ISO 19115 Topic Categories|\7$arectified photograph.$2ISO 19115 Topic Categories|\7$arectified image.$2ISO 19115 Topic Categories|\7$aorthophoto.$2ISO 19115 Topic Categories|\7$aImagery/Base Maps/Earth Cover.$2ISO 19115 Topic Categories","\0$aPennsylvania.","pennpilot."
"10$aSoil Survey Geographic (SSURGO) database for Pennsylvania.","-77.472","-76.955","40.070","39.720","\0$asoil survey.|\0$asoils.|\0$aSoil Survey Geographic.|\0$aSSURGO.","\7$aPennsylvania.$2USGS Geographic Names Information System (GNIS)","Pennsylvania_soil_metadata_201409."
"10$aPennsylvania 1980 to 1987 NHAP CIR.","-80.628675","-74.621836","42.340992","39.658895","\0$aimageryBaseMapsEarthCover.|\0$adigital image map.|\0$aaerial photograph.","\0$aPennsylvania.","Pennsylvania1980to1987NHAP_CIR."
"10$aDeer Harvest by Wildlife Management Units (2004 - 2012)"," -80.519140"," -74.689450"," 42.269530"," 39.719950","\7$aWildlife Harvest.$2ISO 19115 Topic Categories|\7$aenvironmental.$2ISO 19115 Topic Categories|\7$adeer.$2ISO 19115 Topic Categories|\7$abiota.$2ISO 19115 Topic Categories|\7$aOdocoileus virginianus.$2ISO 19115 Topic Categories","\0$aPennsylvania.","PGC_BNDWMU_DeerHarvest_04_12."
"10$aTurkey Harvest by Wildlife Management Units (2003 - 2010)"," -80.519140"," -74.689450"," 42.269530"," 39.719950","\7$aWildlife Harvest.$2ISO 19115 Topic Categories|\7$aenvironmental.$2ISO 19115 Topic Categories|\7$abiota.$2ISO 19115 Topic Categories|\7$aturkey.$2ISO 19115 Topic Categories|\7$aMeleagris gallopavo.$2ISO 19115 Topic Categories","\0$aPennsylvania.","PGC_BNDWMU_TurkeyHarvest_03_09."
"10$aElk Management Areas 2017.","-78.802820","-77.211938","41.829650","40.941467","\7$aelk.$2ISO 19115 Topic Categories|\7$ahunting.$2ISO 19115 Topic Categories|\7$amanagement.$2ISO 19115 Topic Categories|\7$aarea.$2ISO 19115 Topic Categories|\7$azones.$2ISO 19115 Topic Categories|\7$awildlife.$2ISO 19115 Topic Categories|\7$abig game.$2ISO 19115 Topic Categories|\7$aPGC.$2ISO 19115 Topic Categories|\7$aenvironment.$2ISO 19115 Topic Categories",,"PGC_ElkManagementAreas2017."
"10$aElk Management Zones 2017.","-78.802603","-77.896218","41.829638","40.959795","\7$aelk.$2ISO 19115 Topic Categories|\7$ahunting.$2ISO 19115 Topic Categories|\7$apgc.$2ISO 19115 Topic Categories|\7$agame.$2ISO 19115 Topic Categories|\7$amanagement.$2ISO 19115 Topic Categories|\7$ahunt.$2ISO 19115 Topic Categories|\7$azones.$2ISO 19115 Topic Categories|\7$abig game.$2ISO 19115 Topic Categories|\7$aBiota.$2ISO 19115 Topic Categories|\7$aenvironmental.$2ISO 19115 Topic Categories",,"PGC_ElkManagementZones2017."
"10$aGameland Roads 2017.","-80.495170","-75.258996","41.813566","39.846888","\7$asgl.$2ISO 19115 Topic Categories|\7$agame lands.$2ISO 19115 Topic Categories|\7$agameland.$2ISO 19115 Topic Categories|\7$aroads.$2ISO 19115 Topic Categories|\7$ahunting.$2ISO 19115 Topic Categories|\7$apgc.$2ISO 19115 Topic Categories|\7$agame commission.$2ISO 19115 Topic Categories|\7$agame.$2ISO 19115 Topic Categories|\7$atransportation.$2ISO 19115 Topic Categories",,"PGC_GamelandRoads2017."
"10$aParking Areas 2017.","-80.553694","-74.797817","42.025190","39.736394","\7$agame land.$2ISO 19115 Topic Categories|\7$aparking.$2ISO 19115 Topic Categories|\7$aareas.$2ISO 19115 Topic Categories|\7$alots.$2ISO 19115 Topic Categories|\7$apgc.$2ISO 19115 Topic Categories|\7$ahunting.$2ISO 19115 Topic Categories|\7$asgl.$2ISO 19115 Topic Categories|\7$aenvironmental.$2ISO 19115 Topic Categories|\7$atransportation.$2ISO 19115 Topic Categories",,"PGC_ParkingAreas2017."
"10$aPGC Public Shooting Range 2017.","-80.475485","-75.131390","42.024239","39.795680","\7$ashooting.$2ISO 19115 Topic Categories|\7$apublic.$2ISO 19115 Topic Categories|\7$arange.$2ISO 19115 Topic Categories|\7$apgc.$2ISO 19115 Topic Categories|\7$ahunting.$2ISO 19115 Topic Categories|\7$arifle.$2ISO 19115 Topic Categories|\7$ashotgun.$2ISO 19115 Topic Categories|\7$apistol.$2ISO 19115 Topic Categories|\7$alocation.$2ISO 19115 Topic Categories",,"PGC_PublicShootingRange2017."
"10$aBear Harvest by County (2003 - 2012)"," -80.519350"," -74.689580"," 42.269480"," 39.719860","\7$aboundaries.$2ISO 19115 Topic Categories|\7$aWildlife Harvest.$2ISO 19115 Topic Categories|\7$aBear.$2ISO 19115 Topic Categories|\7$abiota.$2ISO 19115 Topic Categories|\7$aenvironmental.$2ISO 19115 Topic Categories|\7$aUrsus americanus.$2ISO 19115 Topic Categories","\0$aPennsylvania.","PGCBearHarvestCounty_03_12."
"10$aDeer Harvest by County 2003."," -80.519350"," -74.689580"," 42.269480"," 39.719860","\7$aboundaries.$2ISO 19115 Topic Categories|\7$aWildlife Harvest.$2ISO 19115 Topic Categories|\7$aBear.$2ISO 19115 Topic Categories|\7$abiota.$2ISO 19115 Topic Categories|\7$aenvironmental.$2ISO 19115 Topic Categories|\7$aOdocoileus virginianus.$2ISO 19115 Topic Categories","\0$aPennsylvania.","PGCDeerHarvestCounty2003."
"10$aTopographic Change - in Philadelphia, During the Last Century.","-75.250","-75.000","40.125","40.000","\7$atopographic.$2ISO 19115 Topic Categories|\7$achange.$2ISO 19115 Topic Categories|\7$aurban.$2ISO 19115 Topic Categories|\7$ageology.$2ISO 19115 Topic Categories|\7$ageoscientficInformation.$2ISO 19115 Topic Categories","\0$aPhiladelphia.|\0$aWissinoming.|\0$aLogan.|\0$aFeltonville.|\0$aGermantown.|\0$aFrankford.","PHIL_fillpoly."
"10$aPhiladelphia Building 3D Models.",,,,,"\7$aimageryBaseMapsEarthCover.$2ISO 19115 Topic Categories","\0$aCity of Philadelphia.","Philadelphia_Building_3DModels."
"10$aCensus Tracts 2010.","-75.284153","-74.954039","40.143797","39.861734","\7$aplanning.$2ISO 19115 Topic Categories|\7$acity planning.$2ISO 19115 Topic Categories|\7$aPCPC.$2ISO 19115 Topic Categories|\7$aPhiladelphia.$2ISO 19115 Topic Categories|\7$aCity of Philadelphia.$2ISO 19115 Topic Categories|\7$a2010 Census Tracts.$2ISO 19115 Topic Categories|\7$asociety.$2ISO 19115 Topic Categories",,"Philadelphia_Census_Tracts_2010_201302."
"10$aPhiladelphia Correctional - Points.","-75.284153","-74.954039","40.143797","39.861734","\7$aplanning.$2ISO 19115 Topic Categories|\7$acity planning.$2ISO 19115 Topic Categories|\7$aPCPC.$2ISO 19115 Topic Categories|\7$aPhiladelphia.$2ISO 19115 Topic Categories|\7$aCity of Philadelphia.$2ISO 19115 Topic Categories|\7$asociety.$2ISO 19115 Topic Categories",,"Philadelphia_Correctional_Pts2016."
"10$aPhiladelphia Parcels.","-75.281524","-74.954102","40.143679","39.865094","\7$aplanningCadastre.$2ISO 19115 Topic Categories","\0$aphiladelphia.|\0$agermantown.|\0$asouth philadelphia.|\0$anorth philadelphia.|\0$amanayunk.|\0$aNorth East Philadelphia.|\0$awest philadelphia.|\0$acenter city.","Philadelphia_DOR_Parcels_Active2016."
"10$aPhiladelphia Fire Department Facilities.","-75.251284","-74.983868","40.12346","39.861393","\7$asociety.$2ISO 19115 Topic Categories|\7$aFire Station.$2ISO 19115 Topic Categories|\7$aEngine.$2ISO 19115 Topic Categories|\7$aLadder.$2ISO 19115 Topic Categories|\7$aBattalion Chief.$2ISO 19115 Topic Categories|\7$aEMS.$2ISO 19115 Topic Categories|\7$aFire Administration Building.$2ISO 19115 Topic Categories|\7$aFire Academy.$2ISO 19115 Topic Categories|\7$aShop.$2ISO 19115 Topic Categories",,"Philadelphia_Fire_Dept_Facilities2016."
"10$aGreen Stormwater Infrastructure Projects.","-75.271777","-75.006610","40.089812","39.879061","\7$aGreen Stormwater Infrastructure.$2ISO 19115 Topic Categories|\7$aGSI.$2ISO 19115 Topic Categories|\7$aGreen City Clean Waters.$2ISO 19115 Topic Categories|\7$aBig Green Map.$2ISO 19115 Topic Categories|\7$aStormwater Tree Trench.$2ISO 19115 Topic Categories|\7$aStormwater Planter.$2ISO 19115 Topic Categories|\7$aStormwater Bumpout.$2ISO 19115 Topic Categories|\7$aRain Garden.$2ISO 19115 Topic Categories|\7$aStormwater Basin.$2ISO 19115 Topic Categories|\7$aInfiltration Storage Trench.$2ISO 19115 Topic Categories|\7$aPorous Paving.$2ISO 19115 Topic Categories|\7$aSwale.$2ISO 19115 Topic Categories|\7$aCistern or Rain Barrel.$2ISO 19115 Topic Categories|\7$aGreen Roof.$2ISO 19115 Topic Categories|\7$asociety.$2ISO 19115 Topic Categories",,"Philadelphia_Green_Storm_Water_Infrastructure201302."
"10$aPhiladelphia Police Service Areas.","-75.284167","-74.954039","40.143797","39.861287","\7$aPSA.$2ISO 19115.3 Topic Categories|\7$aPolice.$2ISO 19115.3 Topic Categories|\7$aService.$2ISO 19115.3 Topic Categories|\7$aAreas.$2ISO 19115.3 Topic Categories|\7$aDistrict.$2ISO 19115.3 Topic Categories|\7$asociety.$2ISO 19115.3 Topic Categories",,"Philadelphia_Police_Service_Areas201304."
"10$aPhiladelphia PPR Districts.","-75.284153","-74.954039","40.143797","39.861734","\7$aplanning.$2ISO 19115 Topic Categories|\7$acity planning.$2ISO 19115 Topic Categories|\7$aPCPC.$2ISO 19115 Topic Categories|\7$aPhiladelphia.$2ISO 19115 Topic Categories|\7$aCity of Philadelphia.$2ISO 19115 Topic Categories|\7$asociety.$2ISO 19115 Topic Categories",,"Philadelphia_PPR_Districts2016."
"10$aPhiladelphia PPR Major Multiuse Trails.","-75.268323","-75.003629","40.094043","39.911837","\7$aTrails.$2ISO 19115.3 Topic Categories|\7$aRecreation.$2ISO 19115.3 Topic Categories|\7$aPhiladelphia Parks and Recreation.$2ISO 19115.3 Topic Categories|\7$aCity of Philadelphia.$2ISO 19115.3 Topic Categories|\7$asociety.$2ISO 19115.3 Topic Categories",,"Philadelphia_PPR_Major_Multiuse_Trails201302."
"10$aPhiladelphia PPR Park Boundaries.","-75.287444","-74.957257","40.138363","39.868552","\7$asociety.$2ISO 19115.3 Topic Categories",,"Philadelphia_PPR_Park_Boundaries2016."
"10$aPhiladelphia Solar Installations.","-75.284153","-74.954039","40.143797","39.861734","\7$aplanning.$2ISO 19115 Topic Categories|\7$acity planning.$2ISO 19115 Topic Categories|\7$aPCPC.$2ISO 19115 Topic Categories|\7$aPhiladelphia.$2ISO 19115 Topic Categories|\7$aCity of Philadelphia.$2ISO 19115 Topic Categories|\7$asociety.$2ISO 19115 Topic Categories",,"Philadelphia_Solar_Installations2016."
"10$aPhiladelphia Bike Network - Supporting Datasets.","-75.273042","-74.964063","40.138913","39.869921","\7$aTransportation.$2Streets Department|\7$aBike.$2Streets Department|\7$aCycle.$2Streets Department|\7$aBicycle.$2Streets Department|\7$aStreets.$2Streets Department|\7$aBike Network.$2Streets Department|\7$aBike Lanes.$2Streets Department|\7$aBike.$2Streets Department|\7$aBicycle.$2Streets Department|\7$aCycle.$2Streets Department|\7$aTransportation.$2Streets Department|\7$aStreets.$2Streets Department|\7$aBike Network.$2Streets Department|\7$aTransportation.$2Streets Department","\0$aPhiladelphia.|\0$aPhilly.|\0$aSouth East PA.|\0$aSouth East Pennsylvania.|\0$aSoutheastern PA.|\0$aSoutheastern Pennsylvania.|\0$aDelaware Valley.|\0$aPhiladelphia County.","PhiladelphiaBikeNetwork_SupportingDatasets201209."
"10$aPhiladelphia Existing Adopt Bike Racks.","-75.248620","-74.984809","40.081477","39.901153","\7$aPhiladelphia.$2ISO 19115 Topic Categories|\7$aBike.$2ISO 19115 Topic Categories|\7$aBicycle.$2ISO 19115 Topic Categories|\7$aRacks.$2ISO 19115 Topic Categories|\7$aStreets.$2ISO 19115 Topic Categories|\7$aStreet furniture.$2ISO 19115 Topic Categories|\7$aTransportation.$2ISO 19115 Topic Categories",,"PhiladelphiaBikeRacks201201."
"10$aPhiladelphia Buildings 2017.","-75.283111","-74.955605","40.143622","39.865774","\7$aBuilding Roof Outlines.$2ISO 19115 Topic Categories|\7$astructure.$2ISO 19115 Topic Categories",,"PhiladelphiaBuildings2017."
"10$aCensus Block Groups for Philadelphia 2010.","-75.280266","-74.955763","40.137992","39.867004","\7$aboundaries.$2ISO 19115 Topic Categories|\7$aCounty or equivalent entity.$2ISO 19115 Topic Categories|\7$aPolygon.$2ISO 19115 Topic Categories|\7$aBlock Group.$2ISO 19115 Topic Categories|\7$aBG.$2ISO 19115 Topic Categories","\7$aUnited States.$2INCITS.38-200x (R2004),INCITS.31-200x (R2007),INCITS.454-200x,INCITS 455-200x,INCITS 446-2008|\7$aU.S.$2INCITS.38-200x (R2004),INCITS.31-200x (R2007),INCITS.454-200x,INCITS 455-200x,INCITS 446-2008|\7$aCounty or Equivalent Entity.$2INCITS.38-200x (R2004),INCITS.31-200x (R2007),INCITS.454-200x,INCITS 455-200x,INCITS 446-2008|\7$aPhiladelphia.$2INCITS.38-200x (R2004),INCITS.31-200x (R2007),INCITS.454-200x,INCITS 455-200x,INCITS 446-2008|\7$a42101.$2INCITS.38-200x (R2004),INCITS.31-200x (R2007),INCITS.454-200x,INCITS 455-200x,INCITS 446-2008","PhiladelphiaCensusBlockGroups201201."
"10$aPhiladelphia Census Tracts 2000."," -75.284151"," -74.954039"," 40.143797"," 39.861734","\7$acensus tract.$2ISO 19115 Topic Categories|\7$aBoundaries.$2ISO 19115 Topic Categories","\7$aPhiladelphia.$2City of Philadelphia","philadelphiacensustracts2000."
"10$aPhiladelphia Contours 2ft."," -75.281560"," -74.955030"," 40.138940"," 39.871330","\7$atopography.$2ISO 19115 Topic Categories|\7$acontours.$2ISO 19115 Topic Categories|\7$aplanimetric.$2ISO 19115 Topic Categories|\7$aElevation.$2ISO 19115 Topic Categories|\7$aelevation.$2ISO 19115 Topic Categories","\7$aPhiladelphia.$2City of Philadelphia","PhiladelphiaContours2ft200712."
"10$aPhiladelphia Contours 10ft."," -75.281560"," -74.955030"," 40.138940"," 39.871330","\7$atopography.$2ISO 19115 Topic Categories|\7$acontours.$2ISO 19115 Topic Categories|\7$aplanimetric.$2ISO 19115 Topic Categories|\7$aElevation.$2ISO 19115 Topic Categories|\7$aelevation.$2ISO 19115 Topic Categories","\7$aPhiladelphia.$2City of Philadelphia","PhiladelphiaContours10ft200712."
"10$aPhiladelphia Council Districts 1990.","-75.284152","-74.954032","40.143797","39.861725","\7$acouncilmanic district.$2City of Philadelphia|\7$acouncil.$2City of Philadelphia|\7$aBoundaries.$2City of Philadelphia","\7$aPhiladelphia.$2City of Philadelphia","PhiladelphiaCouncilDistricts_1990."
