Title,Date,Publisher,Description,Metadata,Download
"(u'Allegheny National Forest Basic Ownership',)","(u'2012',)","(u'U S Department of Agriculture',)","(u'This dataset portrays parcels of land ownership within the proclamation boundary of the Allegheny National Forest (ANF).',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_BasicOwnership.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_BasicOwnership.zip
"(u'Allegheny National Forest Compartment',)","(u'2016',)","(u'U S Department of Agriculture',)","(u'Compartments are small subdivisions of forest land for purposes of orientation, administration and/or silvicultural operations on the Allegheny National Forest (ANF). Boundaries are defined by natural features, roads or artifically marked.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_Compartment201606.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_Compartment201606.zip
"(u'Allegheny National Forest Contour - 20ft',)","(u'2000',)","(u'U S Department of Agriculture',)","(u'This dataset displays contour lines covering the Allegheny National Forest (ANF) and surrounding area at 20 foot intervals. Each contour is a line of equal elevation, therefore, contours never cross. They show the general shape of the terrain. Contours that are very close together represent steep slopes. Widely spaced contours or an absence of contours means that the ground slope is relatively level.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_Contour_20.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_Contour_20.zip
"(u'Allegheny National Forest Contour 100ft',)","(u'2000',)","(u'U S Department of Agriculture',)","(u'This dataset displays contour lines covering the Allegheny National Forest (ANF) and surrounding area at 100 foot intervals.  Each contour is a line of equal elevation, therefore, contours never cross.  They show the general shape of the terrain.  Contours that are very close together represent steep slopes.  Widely spaced contours or an absence of contours means that the ground slope is relatively level.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_Contour_100.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_Contour_100.zip
"(u'Allegheny National Forest Ecological Landtype',)","(u'2011',)","(u'U S Department of Agriculture',)","(u'The aim of landscape ecosystem classification and mapping is to distinguish appropritely sized ecosystems - useful and functional land units that differ significantly from one another in abiotic characteristics as well as their related biotic components. This subdivision of a large area into distinctive landscape ecosystems provides a much needed framework for integrated resource management planning; for biological conservation; and for comparison of differences in composition, occurrence, interactions, and productivity of plants and animals among ecosystems on the Allegheny National Forest (ANF).',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_EcologicalLandtype.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_EcologicalLandtype.zip
"(u'Allegheny National Forest ELT Landform',)","(u'2011',)","(u'U S Department of Agriculture',)","(u'The aim of landscape ecosystem classification and mapping is to distinguish appropritely sized ecosystems - useful and functional land units that differ significantly from one another in abiotic characteristics as well as their related biotic components. This subdivision of a large area into distinctive landscape ecosystems provides a much needed framework for integrated resource management planning; for biological conservation; and for comparison of differences in composition, occurrence, interactions, and productivity of plants and animals among ecosystems on the Allegheny National Forest (ANF).',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_ELT_Landform.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_ELT_Landform.zip
"(u'Allegheny National Forest Land Type Association ANF',)","(u'2011',)","(u'U S Department of Agriculture',)","(u'The aim of landscape ecosystem classification and mapping is to distinguish appropritely sized ecosystems - useful and functional land units that differ significantly from one another in abiotic characteristics as well as their related biotic components. This subdivision of a large area into distinctive landscape ecosystems provides a much needed framework for integrated resource management planning; for biological conservation; and for comparison of differences in composition, occurrence, interactions, and productivity of plants and animals among ecosystems on the Allegheny National Forest (ANF).',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_LandTypeAssociation_ANF.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_LandTypeAssociation_ANF.zip
"(u'Allegheny National Forest Local Town',)","(u'2011',)","(u'U S Department of Agriculture',)","(u'This dataset includes all cities, towns, boroughs and villages within and surrounding the Allegheny National Forest (ANF).',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_LocalTown.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_LocalTown.zip
"(u'Allegheny National Forest Major Road',)","(u'2006',)","(u'U S Department of Agriculture',)","(u'Includes major paved roads/highways which lie within or in close proximity to the Allegheny National Forest (ANF).',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_MajorRoad.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_MajorRoad.zip
"(u'Allegheny National Forest Major Stream',)","(u'2006',)","(u'U S Department of Agriculture',)","(u'This dataset contains the boundary lines of the USGS (United States Geological Survey) 7.5 minute quadrangles covering the ANF (Allegheny National Forest).',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_MajorStream.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_MajorStream.zip
"(u'Allegheny National Forest Major Town - point',)","(u'2010',)","(u'U S Department of Agriculture',)","(u'This dataset includes all cities and large boroughs within and surrounding the Allegheny National Forest (ANF).',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_MajorTownPt.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_MajorTownPt.zip
"(u'Allegheny National Forest Management Area',)","(u'2007',)","(u'U S Department of Agriculture',)","(u'This Management Area dataset depicts areas of the Allegheny National Forest (ANF) having a unique emphasis, desired condition, list of suitable uses, and standards and guidelines.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_ManagementArea.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_ManagementArea.zip
"(u'Allegheny National Forest Proclaimed Forest',)","(u'2001',)","(u'U S Department of Agriculture',)","(u'This dataset includes all cities and large boroughs within and surrounding the Allegheny National Forest (ANF).',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_ProclaimedForest.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_ProclaimedForest.zip
"(u'Allegheny National Forest Quadrangle Boundary',)","(u'2011',)","(u'U S Department of Agriculture',)","(u'This dataset contains the boundary lines of the USGS (United States Geological Survey) 7.5 minute quadrangles covering the ANF (Allegheny National Forest).',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_QuadrangleBoundary.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_QuadrangleBoundary.zip
"(u'Allegheny National Forest Recreation Site Polygon',)","(u'2011',)","(u'U S Department of Agriculture',)","(u'This dataset depicts recreation areas, overlooks, trailheads, campgrounds, offices and other points of interest large enough to be represented as areas on the Allegheny National Forest (ANF).',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_RecreationSitePolygon.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_RecreationSitePolygon.zip
"(u'Allegheny National Forest Road',)","(u'2012',)","(u'U S Department of Agriculture',)","(u'This data depicts a route system for Forest, state, and township roads within or in close proximity to the Allegheny National Forest (ANF). Routed roads consist of one single arc for each numbered road. Routed roads have been calibrated to include measure values for mileposts.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_Road.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_Road.zip
"(u'Allegheny National Forest Subsurface Right',)","(u'2005',)","(u'U S Department of Agriculture',)","(u'This dataset displays ONLY tracts of Federal land of which the subsurface rights have also been acquired by the Federal government. All Federal oil and gas resources are leasable subject to stipulations necessary to mitigate or avoid adverse impacts on surface resource values. An analysis was done on each tract to determine surface occupancy conditions necessary to protect significant surface resource values while providing for the extraction of federally owned oil and gas. Federally owned oil and gas rights within the Wilderness and National Recreation Areas are congressionally withdrawn from mineral entry.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_SubsurfaceRight.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_SubsurfaceRight.zip
"(u'Allegheny National Forest Trail',)","(u'2012',)","(u'U S Department of Agriculture',)","(u'This dataset depicts a route system for ANF designated forest trails within the Allegheny National Forest (ANF). Routed trails consist of one single arc for each numbered trail. Routed trails have been calibrated to include measure values for mileposts.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_Trail.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_Trail.zip
"(u'Allegheny National Forest Travel Route - line',)","(u'2016',)","(u'U S Department of Agriculture',)","(u'This data depicts roads (Forest, state, township, borough, and non-system) and trails within or in close proximity to the Allegheny National Forest.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_TravelRoute_ln201606.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_TravelRoute_ln201606.zip
"(u'Allegheny National Forest Vegetation',)","(u'2011',)","(u'U S Department of Agriculture',)","(u'This dataset includes field sampled vegetation data about trees, fuels, down woody material, surface cover and understory vegetation by compartment/stand (vegetation polygon) on the Allegheny National Forest (ANF).',)","(u'FullMetadataDisplay.aspx?file=AlleghenyNationalForest_Vegetation201606.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usda/AlleghenyNationalForest/AlleghenyNationalForest_Vegetation201606.zip
