Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,Identifier,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child
,Vegetation of Michigan circa 1800,"Between 1816 and 1856, Michigan was systematically surveyed by the General Land Office (GLO), which had been established by the federal government in 1785. The detailed notes taken by the land surveyors have proven to be a useful source of information on Michigan's landscape as it appeared prior to wide-spread European settlement. Surveyors took detailed notes on the location, species, and diameter of each tree used to mark section lines and section corners. They commented on the locations of rivers, lakes, wetlands, the agricultural potential of soils and the general quality of timber along each section line as they were measured out. Biologists from the Michigan Natural Features Inventory developed a methodology to translate the notes of the GLO surveys into a digital map that can be used by researchers, land managers, and the general public.Click here to see the original report.",English,University of Michigan,University of Michigan,Geospatial data,,Michigan|Vegetation|Circa1800|Landcover|MichiganNaturalFeaturesInventory|GLO|GeneralLandOffice,2020-09-24T16:23:27.000Z,,,,"Ann Arbor, Michigan|Michigan","-90.0517,41.5188,-82.0617,48.3038",Dataset|Service,Vector,Shapefile,https://mbgna-umich.opendata.arcgis.com/datasets/1073bcc5e2044a82a5ed1f1a92e1feef_0,https://mbgna-umich.opendata.arcgis.com/datasets/1073bcc5e2044a82a5ed1f1a92e1feef_0.zip,,https://services1.arcgis.com/4ezfu5dIwH83BUNL/arcgis/rest/services/Michigan_Land_Cover_Circa_1800/FeatureServer/0,,1073bcc5e2044a82a5ed1f1a92e1feef_0,Michigan,07d-02,07d-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Michigan Conservation and Recreation Lands 2017,"Conservation and Recreation Lands (Fee and Other) in Michigan including lands from: Bureau of Land Management, Forest Service, local governments, Army Corps of Engineers, Department of Natural Resources, National Park Service, and more.",English,University of Michigan,University of Michigan,Geospatial data,,RecreationLands|ConservationLands|Michigan|DNR|StateParks|MDOT|CountyParks|USFS|NPS|USFWS|DepartmentofAgriculture|DepartmentoftheInterior,2019-01-25T21:01:16.000Z,,,,"Ann Arbor, Michigan|Michigan","-90.0172,41.3302,-82.075,48.6305",Dataset|Service,Vector,Shapefile,https://mbgna-umich.opendata.arcgis.com/datasets/693fcd5a1e30420e88db595a8245cadd_0,https://mbgna-umich.opendata.arcgis.com/datasets/693fcd5a1e30420e88db595a8245cadd_0.zip,,https://services1.arcgis.com/4ezfu5dIwH83BUNL/arcgis/rest/services/Michigan_Conservation_and_Recreation_Lands_2017/FeatureServer/0,,693fcd5a1e30420e88db595a8245cadd_0,Michigan,07d-02,07d-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Quaternary Geology of Michigan,"Digital version of the Farrand and Bell Quarternary Geology maps of Northern and Southern Michigan, at a scale of approximately 1:500,000.",English,University of Michigan,University of Michigan,Geospatial data,,QuarternaryGeology|Michigan|SurficialGeology,2020-09-24T16:37:53.000Z,,,,"Ann Arbor, Michigan|Michigan","-90.0506,41.5189,-82.0676,48.3039",Dataset|Service,Vector,Shapefile,https://mbgna-umich.opendata.arcgis.com/datasets/c0d049f688154fa19b6639b32f23a2c7_0,https://mbgna-umich.opendata.arcgis.com/datasets/c0d049f688154fa19b6639b32f23a2c7_0.zip,,https://services1.arcgis.com/4ezfu5dIwH83BUNL/arcgis/rest/services/Quaternary_Geology_of_Michigan/FeatureServer/0,,c0d049f688154fa19b6639b32f23a2c7_0,Michigan,07d-02,07d-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,DLBA For Sale,"Properties for sale by the Detroit Land Bank Authority through the Auction, Own It Now, and Renovation programs.For more information about the DLBA's sales programsclick here.",English,City of Detroit,"City of Detroit, Michigan",Geospatial data,,dlba|detroit|property,2020-10-02T16:24:22.000Z,,,,"Detroit, Michigan|Michigan","-83.279,42.2609,-82.9301,42.4483",Dataset|Service,Vector,Shapefile,https://data.detroitmi.gov/datasets/e0c4f46a09b9405cb18837e66e85c622_0,https://data.detroitmi.gov/datasets/e0c4f46a09b9405cb18837e66e85c622_0.zip,,https://services2.arcgis.com/qvkbeam7Wirps6zC/arcgis/rest/services/DLBA_For_Sale/FeatureServer/0,,e0c4f46a09b9405cb18837e66e85c622_0,Michigan,07c-01,07c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Side Lots Sold,Properties sold by the Detroit Land Bank Authority through the Side Lot Program.For more information about the DLBA's sales programsclick here.,English,City of Detroit,"City of Detroit, Michigan",Geospatial data,,dlba|sidelot|detroit,2020-10-06T15:05:26.000Z,,,,"Detroit, Michigan|Michigan","-83.2874,42.2564,-82.9133,42.4496",Dataset|Service,Vector,Shapefile,https://data.detroitmi.gov/datasets/804ea5f82c564cd39f06bb9fa02316b4_0,https://data.detroitmi.gov/datasets/804ea5f82c564cd39f06bb9fa02316b4_0.zip,,https://services2.arcgis.com/qvkbeam7Wirps6zC/arcgis/rest/services/Side_Lots_Sold/FeatureServer/0,,804ea5f82c564cd39f06bb9fa02316b4_0,Michigan,07c-01,07c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Own it Now Sales,Properties sold by the Detroit Land Bank Authority through the Own It Now program.For more information about the DLBA's sales programsclick here.,English,City of Detroit,"City of Detroit, Michigan",Geospatial data,,dlba|detroit|property,2020-10-15T15:05:25.000Z,,,,"Detroit, Michigan|Michigan","-83.2868,42.2575,-82.9157,42.4486",Dataset|Service,Vector,Shapefile,https://data.detroitmi.gov/datasets/be03db18c8ab498c92e5feec8021223e_0,https://data.detroitmi.gov/datasets/be03db18c8ab498c92e5feec8021223e_0.zip,,https://services2.arcgis.com/qvkbeam7Wirps6zC/arcgis/rest/services/Own_it_Now_Sales/FeatureServer/0,,be03db18c8ab498c92e5feec8021223e_0,Michigan,07c-01,07c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,DLBA Partner Sales,Properties sold by the Detroit Land Bank Authority through their Community Partner and Projects sales programs.For more information about the DLBA's Community Partnership programclick here. For more information about the DLBA's Projects programclick here.,English,City of Detroit,"City of Detroit, Michigan",Geospatial data,,dlba|sales|property|parcels|detroit,2020-10-06T15:29:05.000Z,,,,"Detroit, Michigan|Michigan","-83.2859,42.2592,-82.9177,42.4489",Dataset|Service,Vector,Shapefile,https://data.detroitmi.gov/datasets/331b37984d6c4290847b0b40543bd506_0,https://data.detroitmi.gov/datasets/331b37984d6c4290847b0b40543bd506_0.zip,,https://services2.arcgis.com/qvkbeam7Wirps6zC/arcgis/rest/services/DLBA_Partner_Sales/FeatureServer/0,,331b37984d6c4290847b0b40543bd506_0,Michigan,07c-01,07c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,"Election Boundaries, Precincts, Polling Locations and Representatives","This Election Boundaries dataset is a composite of all election boundaries within the City of Detroit, including City Council, State House & Senate, Congressional, Police Commissioner, Wayne County Community College Commissioner, Wayne County Commissioner, City of Detroit Election Precincts. The service includes polygons for each corresponding boundary, to view individual boundaries query the dataset via the boundary_t field. This data is currently in the process of being updated.The following polling location updates have been madeCURRENT PRECINCT # (OLD) POLL LOCATION (NEW ) POLL LOCATION457/459/469 Carter Metro Church 1510 West Grand Blvd Detroit, MI 48208 West Side Academy 4701 McKinley St. Detroit, MI 48208365/367/368 Faith Redemption Center 15727 Plymouth Road Detroit, MI 48227 New Providence Baptist Church 18211 Plymouth Road Detroit, MI 48228149 Moved from OLD LOCATION to NEW Bethel AME Church Hall 5050 Antoine Detroit, MI 48202 Wayne State Law School 471 West Palmer Detroit, MI 4820293/197 White Academy 5161 Charles Detroit, MI 48212 Frontier International Academy 13200 Conant Detroit, MI 48212420/421 Celestial Church of Christ 7047 Tireman Detroit, MI 48204 Unity Baptist Church 7500 Tireman Detroit, MI 482049/24 Poll location change from Thirkell Elementary School 7724 14th Street Detroit, MI 48206 to Williams Community Center 8431 Rosa Parks Blvd Detroit, MI 48206 for Precincts: 163, 165, 442, 444,445Poll location change from American Serbian Memorial Hall 19940 Van Dyke Detroit, MI 48234to Marion Law Academy 19411 Cliff Avenue Detroit, MI 48234for precincts: 86Poll location change from Amazing Grace International Church 24699 Grand River Avenue Detroit, MI 48219 to Leland Missionary Baptist Church 22420 Fenkell Street Detroit, MI 48223 precincts: 298, 3002/6/20poll location change fromChaney Library 16101 Grand River Detroit, MI 48227 to Edison School 17045 Grand River Detroit, MI 48227",English,City of Detroit,"City of Detroit, Michigan",Geospatial data,,elections,2019-07-02T18:43:35.000Z,,,,"Detroit, Michigan|Michigan","-83.2913,42.2521,-82.9093,42.4544",Dataset|Service,Vector,Shapefile,https://data.detroitmi.gov/datasets/ed0b7a76906e4628931fbf05f088cba4_0,https://data.detroitmi.gov/datasets/ed0b7a76906e4628931fbf05f088cba4_0.zip,,https://services2.arcgis.com/qvkbeam7Wirps6zC/arcgis/rest/services/Elections_2019/FeatureServer/0,,ed0b7a76906e4628931fbf05f088cba4_0,Michigan,07c-01,07c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,DLBA Owned Properties,Properties owned by the Detroit Land Bank Authority.,English,City of Detroit,"City of Detroit, Michigan",Geospatial data,,dlba|detroit|property,2020-10-02T16:46:08.000Z,,,,"Detroit, Michigan|Michigan","-83.2867,42.2556,-82.9133,42.4499",Dataset|Service,Vector,Shapefile,https://data.detroitmi.gov/datasets/848bc665295f4ca9b1e25068ffa88ab0_0,https://data.detroitmi.gov/datasets/848bc665295f4ca9b1e25068ffa88ab0_0.zip,,https://services2.arcgis.com/qvkbeam7Wirps6zC/arcgis/rest/services/DLBA_Owned_Properties/FeatureServer/0,,848bc665295f4ca9b1e25068ffa88ab0_0,Michigan,07c-01,07c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Auction Sales,Properties sold by the Detroit Land Bank Authority through the Auction program.For more information about the DLBA's sales programsclick here,English,City of Detroit,"City of Detroit, Michigan",Geospatial data,,dlba|detroit|property,2020-10-06T15:44:28.000Z,,,,"Detroit, Michigan|Michigan","-83.2852,42.2601,-82.9137,42.4496",Dataset|Service,Vector,Shapefile,https://data.detroitmi.gov/datasets/58896c179058436d99179f8972d91de5_0,https://data.detroitmi.gov/datasets/58896c179058436d99179f8972d91de5_0.zip,,https://services2.arcgis.com/qvkbeam7Wirps6zC/arcgis/rest/services/Auction_Sales/FeatureServer/0,,58896c179058436d99179f8972d91de5_0,Michigan,07c-01,07c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Completed Residential Demolitions,"All demolitions of all structures since January 1, 2014.",English,City of Detroit,"City of Detroit, Michigan",Geospatial data,,demolitions|dlba,2020-10-02T15:54:48.000Z,,,,"Detroit, Michigan|Michigan","-83.2867,42.2562,-82.9133,42.4496",Dataset|Service,Vector,Shapefile,https://data.detroitmi.gov/datasets/9270e36a018449b2a537d6e462bfac92_0,https://data.detroitmi.gov/datasets/9270e36a018449b2a537d6e462bfac92_0.zip,,https://services2.arcgis.com/qvkbeam7Wirps6zC/arcgis/rest/services/Completed_Residential_Demolitions/FeatureServer/0,,9270e36a018449b2a537d6e462bfac92_0,Michigan,07c-01,07c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Demolition Timing Status,,English,City of Detroit,"City of Detroit, Michigan",Geospatial data,,demolitions,2020-08-25T20:30:30.000Z,,,,"Detroit, Michigan|Michigan","-83.2867,42.2563,-82.9133,42.4496",Dataset|Service,Vector,Shapefile,https://data.detroitmi.gov/datasets/176b89979c7b4a17ae268498e4cc533a_0,https://data.detroitmi.gov/datasets/176b89979c7b4a17ae268498e4cc533a_0.zip,,https://services2.arcgis.com/qvkbeam7Wirps6zC/arcgis/rest/services/Demolition_Timing_Status/FeatureServer/0,,176b89979c7b4a17ae268498e4cc533a_0,Michigan,07c-01,07c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
