Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record
,"Number of Businesses that are Arts-Related per 1,000 Residents - City","The rate of businesses (both for-profit and non-profit) that are directly related to arts and culture per 1,000 residents. Arts-related businesses are defined as belonging to industries that allow for the consumption and enjoyment of arts and culture. The following industries are identified by their primary NAICS code: music, literary, and visual arts-related retail/supplies (451140, 451211, 451220); art dealers (453920, 453920); libraries (519120); motion picture and film (521310, 532230); art schools (611610); performing arts (711110, 711120, 711130, 711190); independent artists, writers, and performers (711510); museums (712110); historical sites (712120); and zoos, gardens and nature parks (712130, 712190). The following industries are identified by their primary SIC codes: designers (152106); art publishers (274101), music, literary, and visual arts-related retail/supplies (393101, 519202, 573608, 573609, 593201, 594201, 594205, 594501, 594520, 594601, 599965, 769969); art galleries, dealers, and consultants (599969, 599988, 599989); photography (722121); calligraphers (733607); embroidery (738942); theatres (783201, 792207); theatrical support (792211, 792212); musical and live entertainment (792903, 792905, 792906, 792908, 792917, 792918, 792927); parks (799951); art and music instruction (804958, 829915, 829919); libraries (823111); museums (841201); arts organizations (841202); zoos (842201); writers (899903); visual artists (899907, 899912); art restoring (899908); and music arrangers and composers (899921). Source: InfoUSA Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-26T14:43:31.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::number-of-businesses-that-are-arts-related-per-1000-residents-city,,item.html?id=8959d75b2e354c7db07b4ed1e5a71ad7&sublayer=1,Maryland,04c-03,04c-03_276,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Rate of Businesses in the Creative Economy per 1,000 Residents - Community Statistical Area","The rate of businesses (both for-profit and non-profit) that are in the creative economy per 1,000 residents. The creative economy is defined as industries that use and support artistic and cultural skillsets to attract and generate capital, knowledge, and information. Arts-based businesses are included in the creative economy. In addition to the industries included in the rate of arts-based businesses indicator, the following industries are identified by their primary NAICS code: Textiles (313220); Commercial Printing (323111, 323113); Book Printers and Publishers (323117, 511130); Print Media (451212, 511110, 511120, 511199, 519110); Motion Picture & Video Production (512110); Music Publishers (512230); Sound Recording (512240); Radio (515112); Architecture (541310, 541320); Interior Design (541410); Graphic Design (541430); Advertising (541810, 541890); and Photography (541921, 541922). In addition to the industries included in the rate of arts-based businesses indicator, the following industries are identified by their primary SIC code: Print Media (271101, 271102, 271198, 272101, 272102, 272104, 273101, 273198, 596302, 599401); Publishers (273298, 274104, 274105, 874205); Printers (275202, 275202, 275902, 275998); Bookbinders (278902); Radio (483201); Television (483301, 484101, 792205, 824911); Textiles (513122, 594904); Advertising (519917, 731101, 731115, 731305, 731999); Fashion Designers (569901, 594408); Photography (722101, 722113, 722120, 733501, 738401); Graphic Design (733603); Commercial Artists (733604); Website Design (737311); General Media (738301); Interior Design (738902); Restoration (764112); Landscape Design (781030); Motion Picture and Video Support (781205, 781211, 781901); Architecture (871202, 871207, 871209, 874892); and Business Writers (899902). Source: InfoUSA Years Available: 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-26T15:18:59.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::rate-of-businesses-in-the-creative-economy-per-1000-residents-community-statistical-area,,item.html?id=337d24e7485e41c382fc3f0fd1dea6ce&sublayer=0,Maryland,04c-03,04c-03_277,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Rate of Businesses in the Creative Economy per 1,000 Residents - City","The rate of businesses (both for-profit and non-profit) that are in the creative economy per 1,000 residents. The creative economy is defined as industries that use and support artistic and cultural skillsets to attract and generate capital, knowledge, and information. Arts-based businesses are included in the creative economy. In addition to the industries included in the rate of arts-based businesses indicator, the following industries are identified by their primary NAICS code: Textiles (313220); Commercial Printing (323111, 323113); Book Printers and Publishers (323117, 511130); Print Media (451212, 511110, 511120, 511199, 519110); Motion Picture & Video Production (512110); Music Publishers (512230); Sound Recording (512240); Radio (515112); Architecture (541310, 541320); Interior Design (541410); Graphic Design (541430); Advertising (541810, 541890); and Photography (541921, 541922). In addition to the industries included in the rate of arts-based businesses indicator, the following industries are identified by their primary SIC code: Print Media (271101, 271102, 271198, 272101, 272102, 272104, 273101, 273198, 596302, 599401); Publishers (273298, 274104, 274105, 874205); Printers (275202, 275202, 275902, 275998); Bookbinders (278902); Radio (483201); Television (483301, 484101, 792205, 824911); Textiles (513122, 594904); Advertising (519917, 731101, 731115, 731305, 731999); Fashion Designers (569901, 594408); Photography (722101, 722113, 722120, 733501, 738401); Graphic Design (733603); Commercial Artists (733604); Website Design (737311); General Media (738301); Interior Design (738902); Restoration (764112); Landscape Design (781030); Motion Picture and Video Support (781205, 781211, 781901); Architecture (871202, 871207, 871209, 874892); and Business Writers (899902). Source: InfoUSA Years Available: 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-26T15:18:59.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::rate-of-businesses-in-the-creative-economy-per-1000-residents-city,,item.html?id=337d24e7485e41c382fc3f0fd1dea6ce&sublayer=1,Maryland,04c-03,04c-03_278,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Number of Employees in the Creative Economy - City,"The number of persons employed in the creative economy (both for-profit and non-profit). This number does not count those persons who identify themselves as being artists and does not count sole proprietorships or persons who work part-time in the arts. The same industries used to calculate the rate businesses in the creative economy are used to calculate total employment in the creative economy. Source: InfoUSA Years Available: 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-26T15:22:32.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::number-of-employees-in-the-creative-economy-city,,item.html?id=c03af759c7d4406c8bca028dfb7acdc5&sublayer=1,Maryland,04c-03,04c-03_279,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Number of Employees in the Creative Economy - Community Statistical Area,"The number of persons employed in the creative economy (both for-profit and non-profit). This number does not count those persons who identify themselves as being artists and does not count sole proprietorships or persons who work part-time in the arts. The same industries used to calculate the rate businesses in the creative economy are used to calculate total employment in the creative economy. Source: InfoUSA Years Available: 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-26T15:22:32.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::number-of-employees-in-the-creative-economy-community-statistical-area,,item.html?id=c03af759c7d4406c8bca028dfb7acdc5&sublayer=0,Maryland,04c-03,04c-03_280,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Total Employment in Arts-Related Businesses - Community Statistical Area,"The number of persons employed in arts-related businesses (both for-profit and non-profit). This number does not count those persons who identify themselves as being artists and does not count sole proprietorships or persons who work part-time in the arts. The same industries used to calculate the rate of arts-related businesses are used to calculate total employment in arts-related businesses. Source: InfoUSA Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-26T14:49:19.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::total-employment-in-arts-related-businesses-community-statistical-area,,item.html?id=21903f0dae444e32a774390cd13484eb&sublayer=0,Maryland,04c-03,04c-03_281,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Total Employment in Arts-Related Businesses - City,"The number of persons employed in arts-related businesses (both for-profit and non-profit). This number does not count those persons who identify themselves as being artists and does not count sole proprietorships or persons who work part-time in the arts. The same industries used to calculate the rate of arts-related businesses are used to calculate total employment in arts-related businesses. Source: InfoUSA Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-26T14:49:19.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::total-employment-in-arts-related-businesses-city,,item.html?id=21903f0dae444e32a774390cd13484eb&sublayer=1,Maryland,04c-03,04c-03_282,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Rate of Clogged Storm Drain Reports per 1,000 Residents - Community Statistical Areas","The rate of service requests for addressing clogged storm drains made through Baltimore's 311 system per 1,000 residents. More than one service request may be made for the same issue but is logged as a unique request. Source: CitiStat Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-19T15:49:27.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::rate-of-clogged-storm-drain-reports-per-1000-residents-community-statistical-areas,,item.html?id=cc307b1f087244e2bf064d211427d80e&sublayer=0,Maryland,04c-03,04c-03_283,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Rate of Clogged Storm Drain Reports per 1,000 Residents - City","The rate of service requests for addressing clogged storm drains made through Baltimore's 311 system per 1,000 residents. More than one service request may be made for the same issue but is logged as a unique request. Source: CitiStat Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-19T15:49:27.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::rate-of-clogged-storm-drain-reports-per-1000-residents-city,,item.html?id=cc307b1f087244e2bf064d211427d80e&sublayer=1,Maryland,04c-03,04c-03_284,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Part 1 Crime Rate per 1,000 Residents - City","The Part 1 crime rate captures incidents of homicide, rape, aggravated assault, robbery, burglary, larceny, and auto theft that are reported to the Police Department. These incidents are per 1,000 residents in the neighborhood to allow for comparison across areas. Source: Baltimore City Police Department Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-18T16:44:54.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::part-1-crime-rate-per-1000-residents-city,,item.html?id=5be1d64f8a2d4932a481bad53c4a013c&sublayer=1,Maryland,04c-03,04c-03_285,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
