SYSTEM IDENTIFIER,Coordinates,Main Title,Display Date,Date Start,Date End
UMN_ALMA:9958298550001701,W0971500 W0893000 N0492300 N0433000; (W 97°-W 89°/N 49°-N 43°),A map of the surface formations of Minnesota,1914-1916,1914,1916
UMN_ALMA:9978376329701701,W1244500 W1163000 N0461500 N0420000; (W 124°45ʹ--W 116°30ʹ/N 46°15ʹ--N 42°00ʹ).,State of Oregon,,1906,1906
UMN_ALMA:9973346078701701,W0935000 W0932400 N0461600 N0453200; (W 93°50ʹ--W 93°24ʹ/N 46°16ʹ--N 45°32ʹ).,"Soil map, Mille Lacs County, Minnesota ",1927,1927,1927
UMN_ALMA:9927560930001701,"W1144800 W1113000 N0370000 N0344700; (W 114°48'00""--W 111°30'00""/N 37°00'00""--N 34°47'00"")","Plan and profile, Colorado River from Lees Ferry, Ariz., to Black Canyon, Ariz.-Nev., and Virgin River, Nev ",1924,1924,1924
UMN_ALMA:9927560930001701,"W1144800 W1113000 N0370000 N0344700; (W 114°48'00""--W 111°30'00""/N 37°00'00""--N 34°47'00"")","Plan and profile, Colorado River from Lees Ferry, Ariz., to Black Canyon, Ariz.-Nev., and Virgin River, Nev ",1924,1924,1924
UMN_ALMA:9959276140001701,"W1171400 W1110200 N0490000 N0415900; (W 117°14'00""--W 111°02'00""/N 49°00'00""--N 41°59'00"")","Plan of Clark Fork from Horse Creek, Montana, to Albany Falls, Idaho ; Pend Oreille Lake: Pack River below Great Northern Railway crossing ",1927,1927,1927
UMN_ALMA:9978296404501701,E0600000 E0900000 N0400000 N0200000; (E 60° -- E 90° / N 40° -- N 20°).,"Asia, scale 1:4,000,000",1927,1927,1927
UMN_ALMA:9919089020001701,"E1733000 W1300000 N0713000 N0511500; (E 173°30'00""--W 130°00'00""/N 71°30'00""--N 51°15'00"").",Map of Alaska : showing latest explorations by U.S. Geological Survey and U.S. Coast and Geodetic Survey,1914,1914,1914
UMN_ALMA:9919089020001701,"E1733000 W1300000 N0713000 N0511500; (E 173°30'00""--W 130°00'00""/N 71°30'00""--N 51°15'00"").",Map of Alaska : showing latest explorations by U.S. Geological Survey and U.S. Coast and Geodetic Survey,1914,1914,1914
UMN_ALMA:9916258410001701,E0060000 E0270000 N0010000 S0150000; (E 6⁰--E 27⁰/N 1⁰--S 15⁰).,Congo,1688,1688,1688
UMN_ALMA:9912649560001701,"W0770414 W0765714 N0385511 N0385117; (W 77°04'14""--W 76°57'14""/N 38°55'11""--N 38°51'17"").","Plan of the city of Washington in the territory of Columbia : ceded by the states of Virginia and Maryland to the United States of America, and by them established as the seat of their government, after the year MDCCC ",1792,1792,1792
UMN_ALMA:9916338010001701,"W0934612 W0931036 N0451447 N0444714; (W 93°46'12""--W 93°10'36""/N 45°14'47""--N 44°47'14"").","Sectional map of Hennepin Co., Minnesota : showing cities, townships, townsites, roads & rail roads, 1860 ",1860,1860,1860
UMN_ALMA:9916038790001701,"W0931228 W0930015 N0445931 N0445314; (W 93°12'28""--W 93°00'15""/N 44°59'31""--N 44°53'14"").","Curtice's standard guide map of the city of St. Paul : prepared specially for R.L. Polk & Cos. city directory, 1900 ",1900,1900,1900
UMN_ALMA:9916347010001701,"E1345436 E1351947 N0345326 N0343156; (E 134°54'36""--E 135°19'47""/N 34°53'26""--N 34°31'56"")",Kobe,1928,1928,1928
UMN_ALMA:9916031530001701,"W0931944 W0931137 N0450304 N0445324; (W 93°19'44""--W 93°11'37""/N 45°03'04""--N 44°53'24"").","Map of Minneapolis, Hennepin Co., Minn., 1896",1896,1896,1896
UMN_ALMA:9918207730001701,"E0130518 E0134540 N0524031 N0522017; (E 13°05'18""--E 13°45'40""/N 52°40'31""--N 52°20'17"")","Pharus-Plan für den Bereich der Berliner Stadt-, Ring- und Vorortbahnen ",between 1925 and 1936,1925,1936
UMN_ALMA:9916269430001701,E0150000 E0330000 S0250000 S0350000; (E 15⁰--E 33⁰/S 25⁰--S 35⁰).,South Africa : delineated from various documents,1815,1815,1815
UMN_ALMA:9919350740001701,W1183000 W1140000 N0360000 N0340000; (W 118°30ʹ--W 114°00ʹ/N 36°00ʹ--N 34°00ʹ).,"Relief map of part of Mohave Desert region, California, showing desert watering places",1921,1921,1921
UMN_ALMA:9919858290001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")","Map of the general government roads in the territory of Minnesota, September 1854 : accompanying report to Bureau of Topl. Engineers of 15th, 1854 : copy Topl. Bureau Novr. 16th, 1854 : St. Paul, Min. Ter., Sept. 15, 1854 ",1854,1854,1854
UMN_ALMA:9915663580001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")",Hudsons official 1922 auto road map of Minnesota,1922,1922,1922
UMN_ALMA:9914538250001701,E0664000 E0770000 N0304000 N0144000; (E 66°40ʹ--E 77°00ʹ/N 30°40ʹ--N 14°40ʹ).,"Route map of the Bombay Presidency, including Scinde ",1846,1846,1846
UMN_ALMA:9917821620001701,W0873700 W0800000 N0310000 N0243000; (W 87⁰37ʹ--W 80⁰00ʹ/N 31⁰00ʹ--N 24⁰30ʹ).,"The Federal Aid Highway System, progress map : [Florida] ",1926,1926,1926
UMN_ALMA:9915466640001701,E0800000 E0840000 N0300000 N0270000; (E 80°--E 84°/N 30°--N 27°).,Map of Nepal (western section),1928,1928,1928
UMN_ALMA:9912657960001701,W0060000 E0020000 N0560000 N0500000; (W 6°--E 2°/N 56°--N 50°).,"Cary's reduction of his large map of England and Wales, with part of Scotland : comprehending the whole of the turnpike roads, with the great rivers, and the course of the different navigable canals: also the market and borough towns, and principal places adjoining the road, to which is added the actual distance from one market town to another, with the exact admeasurement prefixed to each from the metropolis. ",1832,1832,1832
UMN_ALMA:9914825520001701,W1110600 W1040000 N0450000 N0410000; (W 111⁰06ʹ--W 104⁰00ʹ/N 45⁰00ʹ--N 41⁰00ʹ).,The Federal Aid Highway System progress map : [Wyoming],1927,1927,1927
UMN_ALMA:9915054700001701,"W0963800 W0900800 N0433000 N0402200; (W 96°38'00""--W 90°08'00""/N 43°30'00""--N 40°22'00"")",Map of Iowa,В1923,1923,1923
UMN_ALMA:9914827240001701,W0925400 W0864500 N0470700 N0423000; (W 92⁰54ʹ--W 86⁰45ʹ/N 47⁰07ʹ--N 42⁰30ʹ).,The Federal Aid Highway System progress map : [Wisconsin],1927,1927,1927
UMN_ALMA:9914827240001701,W0925400 W0864500 N0470700 N0423000; (W 92⁰54ʹ--W 86⁰45ʹ/N 47⁰07ʹ--N 42⁰30ʹ).,The Federal Aid Highway System progress map : [Wisconsin],1927,1927,1927
UMN_ALMA:9915171180001701,"E0021326 E0022811 N0485407 N0484856; (E 2°13'26""--E 2°28'11""/N 48°54'07""--N 48°48'56"")","Plan de Paris, Métropolitain et Nord-Sud ",1924,1924,1924
UMN_ALMA:9915457680001701,"W0815244 W0813157 N0413615 N0412326; (W 81°52'44""--W 81°31'57""/N 41°36'15""--N 41°23'26"").||W0844800 W0803000 N0415800 N0400600; (W 84°48'00""--W 80°30'00""/N 41°58'00""--N 40°06'00"").",Northern Ohio road map : city map of Cleveland,between 1920 and 1929?,192u,192u
UMN_ALMA:9917177600001701,"E0021326 E0022811 N0485407 N0484856; (E 2°13'26""--E 2°28'11""/N 48°54'07""--N 48°48'56"").","Plan routier de la ville et faubourg de Paris, 1778",1778,1778,1778
UMN_ALMA:9915645140001701,"W0944900 W0910000 N0492200 N0480200; (W 94°49'00""--W 91°00'00""/N 49°22'00""--N 48°02'00"").",Map of the south eastern part of the Rainy River district exhibiting the country in the vicinity of Rainy Lake and River Seine : province of Ontario,1896,1896,1896
UMN_ALMA:9917333970001701,Not given||E1300000 E1304000 N0354000 N0362500; (E 130°00ʻ--E 130°40ʻ/N 35°40ʻ/N 36°25ʻ).,Plan von Tsingtau; Kiautschou,1914?,1914,1914
UMN_ALMA:9918207570001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")","Map of Minnesota : school and other state lands, for sale in 1915 ",1915,1915,1915
UMN_ALMA:9916623320001701,E0613000 E1003000 N0370000 N0060000; (E 61⁰30ʹ--E 100⁰30ʹ/N 37⁰--N 6⁰).,Bartholomew's Map of India,between 1920 and 1929?,192u,192u
UMN_ALMA:9916661820001701,W0921400 W0920000 N0465100 N0463900; (W 92⁰14ʹ--W 92⁰/N 46⁰51ʹ--N 46⁰39ʹ).,"Duluth, Minnesota-Superior, Wisconsin : ""Twin ports"" ",1921,1921,1921
UMN_ALMA:9919091480001701,W0793000 W0750000 N0400000 N0373000; (W 79°30ʹ--W 75°00ʹ/N 40°00ʹ--N 37°30ʹ).,"Maryland, Delaware and District of Columbia ",1925,1925,1925
UMN_ALMA:9919348810001701,W0850000 W0740000 N0233000 N0193000; (W 85°00ʹ--W 74°00ʹ/N 23°30ʹ--N 19°30ʹ).,Map of Cuba,1911,1911,1911
UMN_ALMA:9917870610001701,W0934900 W0930200 N0470200 N0460800; (W 93⁰49ʹ--W 93⁰02ʹ/N 47⁰02ʹ--N 46⁰08ʹ).,"Map of Aitkin County, Minnesota ",1920,1920,1920
UMN_ALMA:9915621730001701,W0971500 W0893000 N0491500 N0431500; (W 97⁰15ʹ--W 89⁰30ʹ/N 49⁰15ʹ--N 43⁰15ʹ).,County map of Minnesota,1880,1880,1880
UMN_ALMA:9912907380001701,"W0840801 W0840744 N0321221 N0321204; (W 84°08'01""--W 84°07'44""/N 32°12'21""--N 32°12'04"").","National cemetery, Andersonville, Ga ",1912,1912,1912
UMN_ALMA:9916218810001701,"E0110300 E0123500 N0463100 N0452300; (E 11°03'00""--E 12°35'00""/N 46°31'00""--N 45°23'00"")","Le Dolomiti della regione di Carezza al Lago e Canazei, Italia = das Dolomitengebiet von Karersee und Canazei, Italien ",1924,1924,1924
UMN_ALMA:9917161710001701,W0881500 W0874500 N0463000 N0460000; (W 88°15' -- W 87°45' / N 46°30' -- 46°00').,"Geologic map of the Crystal Falls district, including parts of the Felch Mountain and Marquette districts, Michigan : corrected to January 1, 1909 ",1909,1909,1909
UMN_ALMA:9917845650001701,"W0944545 W0941523 N0451934 N0445326; (W 94⁰45'45""--W 94⁰15'23""/N 45⁰19'34--N 44⁰53'26"").","Standard map of Meeker County, Minnesota ",1913,1913,1913
UMN_ALMA:9916349410001701,"W0982553 W0981717 N0405919 N0405117; (W 98°25'53""--W 98°17'17""/N 40°59'19""--N 40°51'17"").","Map of Grand Island, Hall County, Nebraska : 1912 ",1912,1912,1912
UMN_ALMA:9913669780001701,"W1410000 W0521900 N0832000 N0414000; (W 141°00'00""--W 52°19'00""/N 83°20'00""--N 41°40'00"")",Topographical map of the Rocky Mountains,1902,1902,1902
UMN_ALMA:9912621060001701,W0930000 W0870000 N0470000 N0430000; (W 93°--W 87°/N 47°--N 43°).,Rail road map of Wisconsin : 1862,1862,1862,1862
UMN_ALMA:9918384160001701,"E0220800 E0401300 N0522200 N0441100; (E 22°08'00""--E 40°13'00""/N 52°22'00""--N 44°11'00"")","To Her Most Gracious Majesty Queen Victoria, and the allied armies of France and England, this military topographical map of the Krima Peninsula : constructed and founded on the most recent astronomical observations, verified and completed from authentic military surveys of the staff of His Imperial Majesty's Quarter Master General's Department ",1854,1854,1855
UMN_ALMA:9912622310001701,"W1225012 W1222819 N0453910 N0452557; (W 122°50'12""--W 122°28'19""/N 45°39'10""--N 45°25'57"")",Whitney's map of Portland and environs,1889,1889,1889
UMN_ALMA:9912645910001701,"E0732900 E1344600 N0533300 N0085000; (E 73°29'00""--E 134°46'00""/N 53°33'00""--N 8°50'00"")",A new map of China : from the latest authorities,Aug1st1801,1801,1801
UMN_ALMA:9912099490001701,"W0881100 W0815800 N0151900 N0103900; (W 88°11'00""--W 81°58'00""/N 15°19'00""--N 10°39'00"")",Profile of the Nicaragua interoceanic ship canal,1888,1888,1888
UMN_ALMA:9916407080001701,"W0262100 E0440600 N0773300 N0314700; (W 26°21'00""--E 44°06'00""/N 77°33'00""--N 31°47'00"")",The Rand McNally new library atlas map of Europe,1914,1914,1914
UMN_ALMA:9916638880001701,"W1242800 W1140700 N0420000 N0323100; (W 124°28'00""--W 114°07'00""/N 42°00'00""--N 32°31'00"")",California's playground,1927,1927,1927
UMN_ALMA:9919350620001701,"W1242800 W1140700 N0420000 N0323100; (W 124°28'00""--W 114°07'00""/N 42°00'00""--N 32°31'00"")","Plan and profile of middle fork Eel River, California : to mile 34 ; Black Butte River to mile 4 ; and tributaries ",1926,1926,1926
UMN_ALMA:9919350620001701,"W1242800 W1140700 N0420000 N0323100; (W 124°28'00""--W 114°07'00""/N 42°00'00""--N 32°31'00"")","Plan and profile of middle fork Eel River, California : to mile 34 ; Black Butte River to mile 4 ; and tributaries ",1926,1926,1926
UMN_ALMA:9919068480001701,W1000000 W0600000 N0300000 N0060000; (W 100⁰--W 60⁰/N 30⁰--N 6⁰).,"The National Geographic magazine map of Central America, Cuba, Porto Rico, and the islands of the Caribbean Sea ",1913,1913,1913
UMN_ALMA:9915104920001701,"W0904200 W0802100 N0380700 N0333400; (W 90°42'00""--W 80°21'00""/N 38°07'00""--N 33°34'00"")",Map of the Tennessee River for the use of the Mississippi Squadron,1865,1865,1865
UMN_ALMA:9915104920001701,"W0904200 W0802100 N0380700 N0333400; (W 90°42'00""--W 80°21'00""/N 38°07'00""--N 33°34'00"")",Map of the Tennessee River for the use of the Mississippi Squadron,1865,1865,1865
UMN_ALMA:9915104920001701,"W0904200 W0802100 N0380700 N0333400; (W 90°42'00""--W 80°21'00""/N 38°07'00""--N 33°34'00"")",Map of the Tennessee River for the use of the Mississippi Squadron,1865,1865,1865
UMN_ALMA:9918386270001701,"E0120000 E0360000 S0160000 S0350000; (E 12°00'00""--E 36°00'00""/S 16°00'00""--S 35°00'00"").",South Africa,1857,1857,1857
UMN_ALMA:9915699940001701,W0970000 W0910000 N0500000 N0440000; (W 97°--W 91°/N 50°--N 44°).,"Railroad commissioners' map of Minnesota, 1924 ","1924, 1925",1924,1925
UMN_ALMA:9916631190001701,W0870000 W0800000 N0310000 N0250000; (W 87⁰--W 80⁰/N 31⁰--N 25⁰),Generalized soil map of Florida,1925,1925,1925
UMN_ALMA:9916337150001701,W1570400 W1564830 N0205730 N0205000; (W 157⁰04ʹ00 --W 156⁰48ʹ30 /N 20⁰57ʹ30 --N 20⁰50ʹ00 ),7.5 x 15.5 minute [series] (topographic),between 1900 and 1999,1900,1900
UMN_ALMA:9916614850001701,"W1040300 W1025700 N0451200 N0443400; (W 104°03'00""--W 102°57'00""/N 45°12'00""--N 44°34'00"").","Belle Fourche Project, South Dakota, general map",1910,1910,1910
UMN_ALMA:9918832220001701,"W0083800 W0004300 N0605100 N0543700; (W 8°38'00""--W °43'00""/N 60°51'00""--N 54°37'00"").",Bartholomew's tourist's map of Scotland : reduced by permission from the Ordnance Survey,between 1920 and 1929?,1920,1929
UMN_ALMA:9917866440001701,W0923000 W0903000 N0482500 N0473000; (W 92⁰30ʹ--W 90⁰30ʹ/N 48⁰25ʹ--N 47⁰30ʹ).,"Superior State Game Preserve, Minnesota : established 1913",1913?,1913,1913
UMN_ALMA:9973346205001701,W0942500 W0930300 N0475300 N0470100; (W 94°25ʹ00ʺ--W 93°03ʹ00ʺ/N 47°53ʹ00ʺ--N 47°01ʹ00ʺ).,"Map showing peat deposits of Itasca County, Minnesota ",1919,1919,1919
UMN_ALMA:9961046710001701,W0875300 W0871600 N0455900 N0450600; (W 87°53ʹ--W 87°16ʹ/N 45°59ʹ--N 45°06ʹ).,Soil and lay of the land map of Menominee County,1925,1925,1925
UMN_ALMA:9960095660001701,"W1242800 W1140700 N0420000 N0323100; (W 124°28'00""--W 114°07'00""/N 42°00'00""--N 32°31'00"")",San Francisco Bay Toll-Bridge Company comparative route map,1926,1926,1926
UMN_ALMA:9962959870001701,W0933000 W0930000 N0452500 N0450000; (W 93°30ʻ--W 93°00ʻ/N 45°25ʻ--N 45°00ʻ).,"Soil map, Minnesota, Anoka County sheet ",1916,1916,1916
UMN_ALMA:9959571300001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")","Mendenhall's guide and road map of Minnesota : showing main touring routes, good roads, connecting roads, railroads, etc",1914,1914,1914
UMN_ALMA:9963851440001701,W1250000 W0650000 N0500000 N0240000; (W 125°--W 65°/N 50°--N 24°).,"U.S. Signal Service chart showing the mean temperature : at 4.35 P.M. of the hottest week of 1872 (in red), and at 7.35 A.M. of the coldest week of 1872 and 1873 (in blue) ",1874,1874,1874
UMN_ALMA:9964749270001701,"W0754700 W0745900 N0395000 N0382700; (W 75°47'00W 74°59'00""/N 39°50'00N 38°27'00"")",National highways map of the state of Delaware : showing three hundred miles of national highways proposed by the National Highways Association,1914,1914,1914
UMN_ALMA:9964144640001701,"E0440100 E0631900 N0394600 N0245000; (E 44°01'00""--E 63°19'00""/N 39°46'00""--N 24°50'00"")",Persia,between 1920 and 1929?,1920,1929
UMN_ALMA:9958298550001701,W0971500 W0893000 N0492300 N0433000; (W 97°-W 89°/N 49°-N 43°),A map of the surface formations of Minnesota,1914-1916,1914,1916
UMN_ALMA:9962730870001701,"W0713800 W0683400 N0480700 N0465000; (W 71°38'00""--W 68°34'00""/N 48°07'00""--N 46°50'00"")",Chisholm's panorama of the river St. Lawrence,1860?,1860,1860
UMN_ALMA:9962931140001701,E07500000 E1350000 N0600000 N0180000; (E 75⁰--E 135⁰/N 60⁰--N 18⁰).,The National Geographic Magazine map of China and its territories,1913?,1913,1913
UMN_ALMA:9938970970001701,"W1253100 W0604700 N0510000 N0424400; (W 125°31'00""--W 60°47'00""/N 51°00'00""--N 42°44'00"")",[Topographic & detail sheets of Rainy Lake & Upper Boundary Waters],1928,1928,1928
UMN_ALMA:9938970970001701,"W1253100 W0604700 N0510000 N0424400; (W 125°31'00""--W 60°47'00""/N 51°00'00""--N 42°44'00"")",[Topographic & detail sheets of Rainy Lake & Upper Boundary Waters],1928,1928,1928
UMN_ALMA:9938970970001701,"W1253100 W0604700 N0510000 N0424400; (W 125°31'00""--W 60°47'00""/N 51°00'00""--N 42°44'00"")",[Topographic & detail sheets of Rainy Lake & Upper Boundary Waters],1928,1928,1928
UMN_ALMA:9938970970001701,"W1253100 W0604700 N0510000 N0424400; (W 125°31'00""--W 60°47'00""/N 51°00'00""--N 42°44'00"")",[Topographic & detail sheets of Rainy Lake & Upper Boundary Waters],1928,1928,1928
UMN_ALMA:9938970970001701,"W1253100 W0604700 N0510000 N0424400; (W 125°31'00""--W 60°47'00""/N 51°00'00""--N 42°44'00"")",[Topographic & detail sheets of Rainy Lake & Upper Boundary Waters],1928,1928,1928
UMN_ALMA:9938970970001701,"W1253100 W0604700 N0510000 N0424400; (W 125°31'00""--W 60°47'00""/N 51°00'00""--N 42°44'00"")",[Topographic & detail sheets of Rainy Lake & Upper Boundary Waters],1928,1928,1928
UMN_ALMA:9938970970001701,"W1253100 W0604700 N0510000 N0424400; (W 125°31'00""--W 60°47'00""/N 51°00'00""--N 42°44'00"")",[Topographic & detail sheets of Rainy Lake & Upper Boundary Waters],1928,1928,1928
UMN_ALMA:9938970970001701,"W1253100 W0604700 N0510000 N0424400; (W 125°31'00""--W 60°47'00""/N 51°00'00""--N 42°44'00"")",[Topographic & detail sheets of Rainy Lake & Upper Boundary Waters],1928,1928,1928
UMN_ALMA:9935012670001701,"E0670000 E0920000 N0300000 N0060000; (E 67°00'00""--E 92°00'00""/N 30°00'00""--N 6°00'00"")",India in eleven parts : with an index map,1831-1835,1831,1835
UMN_ALMA:9963417330001701,W0940000 W0890000 N0360000 N0300000; (W 94⁰--W 89⁰/N 36⁰--N 30⁰).,"Map of Mississippi, Louisiana & Arkansas : exhibiting the post offices, post roads, canals, rail roads, &c. ",1839,1839,1839
UMN_ALMA:9963415450001701,"W0734700 W0665400 N0472700 N0405500; (W 73°47'00""--W 66°54'00""/N 47°27'00""--N 40°55'00"").","Map of Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, and Connecticut : exhibiting the post offices, post roads, canals, rail roads, &c. ",1839,1839,1839
UMN_ALMA:9960714240001701,"W0760037 W0754715 N0412044 N0411156; (W 76°00'37""--W 75°47'15""/N 41°20'44""--N 41°11'56"").","The beautiful valley of Wyoming : as it appeared July 3d, 1778 ",1778,1778,1778
UMN_ALMA:9960118920001701,"E0174538 E0181200 N0592624 N0591339; (E 17°45'38""--E 18°12'00""/N 59°26'24""--N 59°13'39"").",General Charta Öfwer Stockholm med malmarne āhr 1733,1953,1733,1953
UMN_ALMA:9961542500001701,"W0250000 W0124800 N0672100 N0630500; (W 25ʻ00'00""--W 12ʻ48'00""/N 67ʻ21'00""--N 63ʻ05'00"")",Iceland,1813,1813,1813
UMN_ALMA:9960081680001701,W0400000 E0650000 N0400000 S0350000; (W 40°--E 65°/N 40°--S 35°).,Afrique,1853,1853,1853
UMN_ALMA:9973518890801701,"W1012000 W0753700 N0523500 N0402300; (W 101°20'00""--W 75°37'00""/N 52°35'00""--N 40°23'00"").","Partie occidentale du Canada : contenant les cinq Grands Lacs, avec les pays circonvoisons ",1775?,1775,1775
UMN_ALMA:99733906601701,W0930548 W0930548 N0445721 N0445721; (W 93°05ʹ48ʺ--W 93°05ʹ48ʺ/N 44°57ʹ21ʺ--N 44°57ʹ21ʺ).,Map of the city of Saint Paul : capital of Minnesota,1851?,1851,1851
UMN_ALMA:9973344997601701,E0680900 E0924100 N0325300 N0064500; (E 68°09ʹ00ʺ--E 92°41ʹ00ʺ/N 32°53ʹ00ʺ--N 6°45ʹ00ʺ).,Hindostan,1863,1863,1863
UMN_ALMA:9962960230001701,"W0681340 W0681118 N0442346 N0442232; (W 68°13'40""--W 68°11'18""/N 44°23'46""--N 44°22'32"").","Map of Bar Harbor, Maine ",1896,1896,1896
UMN_ALMA:9973319190901701,"E1574300 E0654000 N0835900 N0511000; (E 157°43'00""--E 65°40'00""/N 83°59'00""--N 51°10'00"").","[North American maps from the Atlas universal de géographie physique, politique, statistique et minéralogique] ",1827,1827,1827
