Title,Spatial Coverage,Alternative Title,Description,Language,Creator,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Resource Type,Format,Information,Download,ID,Identifier,Provider,Code,Is Part Of,Member Of,Accrual Method,Date Accessioned,Rights,License,Access Rights,File Size,Bounding Box
Education Facilities [Oregon],Oregon,HOTOSM United States (Oregon) Education Facilities (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IN ('kindergarten','school','college','university') OR building IN ('kindergarten','school','college','university')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,education|education facilities - schools|geodata,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_orgeon_education_facilities,https://data.humdata.orghttps://export.hotosm.org/downloads/385f2a03-07b9-4b39-aae0-7699dedee14f/hotosm_usa_orgeon_education_facilities_points_shp.zip,a0227fe1-ff9e-4619-8ff0-ebaf03f3d593,https://data.humdata.org/dataset/hotosm_usa_orgeon_education_facilities,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-124.703541,41.991794,-116.4631465,46.2928325"
Airports [Pennsylvania],Pennsylvania,HOTOSM United States (Pennsylvania) Airports (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:aeroway IS NOT NULL OR building = 'aerodrome' OR emergency:helipad IS NOT NULL OR emergency = 'landing_site'Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,airports|aviation|facilities and infrastructure|geodata|helicopter landing zone - hlz|transportation,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_airports,https://data.humdata.orghttps://export.hotosm.org/downloads/bd350d79-c049-4c05-ac41-904736b7db01/hotosm_usa_pennsylvania_airports_points_shp.zip,a45fc39d-f6c5-44b4-b13d-4b819e2d65b4,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_airports,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-80.5210833,39.7197662,-74.689672,42.5146891"
Sea Ports [Pennsylvania],Pennsylvania,HOTOSM United States (Pennsylvania) Sea Ports (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity = 'ferry_terminal' OR building = 'ferry_terminal' OR port IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|logistics|ports|transportation,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_sea_ports,https://data.humdata.orghttps://export.hotosm.org/downloads/bd350d79-c049-4c05-ac41-904736b7db01/hotosm_usa_pennsylvania_sea_ports_points_shp.zip,a72d9aab-3ce8-470e-998c-b2f7b7b4a73d,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_sea_ports,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-80.5210833,39.7197662,-74.689672,42.5146891"
Health Facilities [Pennsylvania],Pennsylvania,HOTOSM United States (Pennsylvania) Health Facilities (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:healthcare IS NOT NULL OR amenity IN ('doctors','dentist','clinic','hospital','pharmacy')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|health|health facilities,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_health_facilities,https://data.humdata.orghttps://export.hotosm.org/downloads/bd350d79-c049-4c05-ac41-904736b7db01/hotosm_usa_pennsylvania_health_facilities_points_shp.zip,8c36c9e5-9ca9-4457-ab63-6aa0371a8f48,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_health_facilities,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-80.5210833,39.7197662,-74.689672,42.5146891"
Waterways [Pennsylvania],Pennsylvania,HOTOSM United States (Pennsylvania) Waterways (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:waterway IS NOT NULL OR water IS NOT NULL OR natural IN ('water','wetland','bay')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|rivers|water bodies - hydrography|waterbodies,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_waterways,https://data.humdata.orghttps://export.hotosm.org/downloads/bd350d79-c049-4c05-ac41-904736b7db01/hotosm_usa_pennsylvania_waterways_lines_shp.zip,01a7e265-71ef-474b-b8b3-6e836f51bd15,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_waterways,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-80.5210833,39.7197662,-74.689672,42.5146891"
Education Facilities [Pennsylvania],Pennsylvania,HOTOSM United States (Pennsylvania) Education Facilities (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IN ('kindergarten','school','college','university') OR building IN ('kindergarten','school','college','university')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,education|education facilities - schools|geodata,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_education_facilities,https://data.humdata.orghttps://export.hotosm.org/downloads/bd350d79-c049-4c05-ac41-904736b7db01/hotosm_usa_pennsylvania_education_facilities_points_shp.zip,6493a7fb-2151-40c3-aa8f-b48a625d76cf,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_education_facilities,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-80.5210833,39.7197662,-74.689672,42.5146891"
Points of Interest [Pennsylvania],Pennsylvania,HOTOSM United States (Pennsylvania) Points of Interest (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IS NOT NULL OR man_made IS NOT NULL OR shop IS NOT NULL OR tourism IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|points of interest - poi,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_points_of_interest,https://data.humdata.orghttps://export.hotosm.org/downloads/bd350d79-c049-4c05-ac41-904736b7db01/hotosm_usa_pennsylvania_points_of_interest_points_shp.zip,9436e482-a66f-43b1-af0f-63f9584a03ab,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_points_of_interest,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-80.5210833,39.7197662,-74.689672,42.5146891"
Financial Services [Pennsylvania],Pennsylvania,HOTOSM United States (Pennsylvania) Financial Services (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IN ('mobile_money_agent','bureau_de_change','bank','microfinance','atm','sacco','money_transfer','post_office')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,financial institutions|geodata|services,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_financial_services,https://data.humdata.orghttps://export.hotosm.org/downloads/bd350d79-c049-4c05-ac41-904736b7db01/hotosm_usa_pennsylvania_financial_services_points_shp.zip,a61d3911-c70f-4a7e-81f8-cca501f419b8,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_financial_services,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-80.5210833,39.7197662,-74.689672,42.5146891"
Railways [Pennsylvania],Pennsylvania,HOTOSM United States (Pennsylvania) Railways (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:railway IN ('rail','station')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|railways|transportation,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_railways,https://data.humdata.orghttps://export.hotosm.org/downloads/bd350d79-c049-4c05-ac41-904736b7db01/hotosm_usa_pennsylvania_railways_lines_shp.zip,2e4db326-d066-4ad7-ad69-f450d40ec6d8,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_railways,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-80.5210833,39.7197662,-74.689672,42.5146891"
Populated Places [Pennsylvania],Pennsylvania,HOTOSM United States (Pennsylvania) Populated Places (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:place IN ('isolated_dwelling','town','village','hamlet','city')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|populated places - settlements,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_populated_places,https://data.humdata.orghttps://export.hotosm.org/downloads/bd350d79-c049-4c05-ac41-904736b7db01/hotosm_usa_pennsylvania_populated_places_points_shp.zip,b5c75988-8a8c-4f0b-a4b2-6ba9a7cea3c8,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_populated_places,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-80.5210833,39.7197662,-74.689672,42.5146891"
Roads [Pennsylvania],Pennsylvania,HOTOSM United States (Pennsylvania) Roads (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:highway IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|roads|transportation,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_roads,https://data.humdata.orghttps://export.hotosm.org/downloads/bd350d79-c049-4c05-ac41-904736b7db01/hotosm_usa_pennsylvania_roads_lines_shp.zip,3fa0dbf8-e5c6-4273-a86e-1d23f15ff6c3,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_roads,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-80.5210833,39.7197662,-74.689672,42.5146891"
Buildings [Pennsylvania],Pennsylvania,HOTOSM United States (Pennsylvania) Buildings (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:building IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,buildings|geodata,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_buildings,https://data.humdata.orghttps://export.hotosm.org/downloads/bd350d79-c049-4c05-ac41-904736b7db01/hotosm_usa_pennsylvania_buildings_polygons_shp.zip,3afc94bb-fc59-42b0-b867-264f6b7f1bfc,https://data.humdata.org/dataset/hotosm_usa_pennsylvania_buildings,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-80.5210833,39.7197662,-74.689672,42.5146891"
Sea Ports [Rhode Island],Rhode Island,HOTOSM United States (Rhode Island) Sea Ports (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity = 'ferry_terminal' OR building = 'ferry_terminal' OR port IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|logistics|ports|transportation,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_rhodeisland_sea_ports,https://data.humdata.orghttps://export.hotosm.org/downloads/149b5890-ada9-48dd-8daa-23299111c1de/hotosm_usa_rhodeisland_sea_ports_points_shp.zip,ef87fe18-a4a1-40e2-9cf4-a0e7c6185a72,https://data.humdata.org/dataset/hotosm_usa_rhodeisland_sea_ports,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-71.907431,41.095834,-71.088571,42.0189359"
Waterways [Rhode Island],Rhode Island,HOTOSM United States (Rhode Island) Waterways (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:waterway IS NOT NULL OR water IS NOT NULL OR natural IN ('water','wetland','bay')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|rivers|water bodies - hydrography|waterbodies,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_rhodeisland_waterways,https://data.humdata.orghttps://export.hotosm.org/downloads/149b5890-ada9-48dd-8daa-23299111c1de/hotosm_usa_rhodeisland_waterways_lines_shp.zip,44a28cc5-2eb7-4949-bc3b-ea2a793e9d20,https://data.humdata.org/dataset/hotosm_usa_rhodeisland_waterways,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-71.907431,41.095834,-71.088571,42.0189359"
Points of Interest [Rhode Island],Rhode Island,HOTOSM United States (Rhode Island) Points of Interest (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IS NOT NULL OR man_made IS NOT NULL OR shop IS NOT NULL OR tourism IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|points of interest - poi,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_rhodeisland_points_of_interest,https://data.humdata.orghttps://export.hotosm.org/downloads/149b5890-ada9-48dd-8daa-23299111c1de/hotosm_usa_rhodeisland_points_of_interest_points_shp.zip,640a35b0-f704-42f5-a398-0638897ccf91,https://data.humdata.org/dataset/hotosm_usa_rhodeisland_points_of_interest,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-71.907431,41.095834,-71.088571,42.0189359"
