Title,Alternative Title,Description,Language,Creator,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Update Frequency,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,ID,Identifier,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,License,Access Rights,Suppressed,Child Record,File Size
"Satellite detected waters extent, as of 24 March 2019 over Masvingo Province, Zimbabwe","Satellite detected waters extent, as of 24 March 2019 over Masvingo Province, Zimbabwe","This map illustrates the satellite detected surface waters in Masvingo Province, Zimbabwe, as observed from the Sentinel-1 data imageries acquired on 12 and 24 March 2019. Within the analysis extent, over Manicaland Province, 84,500 ha of surface waters were observed the 12 March 2019. and about of 288,500 ha of surface waters were observed the 24 March 2019. It represents an icrease of 29 %. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.
Satellite data (pre-event) : Sentinel-1 
Imagery date: 12 March 2019 
Resolution: 10 m 
Copyright: Copernicus 2019 / ESA 
Source: ESASatellite data (post-event) : Sentinel-1 
Imagery date: 24 March 2019 
Resolution: 10 m 
Copyright: Copernicus 2019 / ESA 
Source: ESABoundary data: OCHA ROSEA 
Water body & waterway: COD 
Analysis : UNITAR-UNOSAT 
Production: UNITAR - UNOSAT",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,cyclones - hurricanes - typhoons|geodata|tropical cyclone idai - mar 2019,2019-04-10,"March 29, 2019-March 29, 2019",2019-2019,Never,Zimbabwe,"25.2374,-15.6093,33.0682,-22.422",Vector data,Shapefile,https://data.humdata.org/dataset/satellite-detected-waters-extent-as-of-24-march-2019-over-masvingo-province-zimbabwe,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/ZW/TC20190324ZWE/TC20190324ZWE_SHP.zip,53d76171-c5fc-40de-87a2-fd1d24017abf,https://data.humdata.org/dataset/satellite-detected-waters-extent-as-of-24-march-2019-over-masvingo-province-zimbabwe,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected waters extent, as of 24 March 2019 over Mashonaland East Province, Zimbabwe","Satellite detected waters extent, as of 24 March 2019 over Mashonaland East Province, Zimbabwe","This map illustrates the satellite detected surface waters in Mashonaland East Province, Zimbabwe, as observed from the Sentinel-1 data imageries acquired on 12 and 24 March 2019. Within the analysis extent, over Manicaland Province, 108,780 ha of surface waters were observed the 12 March 2019. and about of 469,680 ha of surface waters were observed the 24 March 2019. It represents an icrease of 23 %. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.
Satellite data (pre-event) : Sentinel-1 
Imagery date: 12 March 2019 
Resolution: 10 m 
Copyright: Copernicus 2019 / ESA 
Source: ESASatellite data (post-event) : Sentinel-1 
Imagery date: 24 March 2019 
Resolution: 10 m 
Copyright: Copernicus 2019 / ESA 
Source: ESABoundary data: OCHA ROSEA 
Water body & waterway: COD 
Analysis : UNITAR-UNOSAT 
Production: UNITAR - UNOSAT",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,cyclones - hurricanes - typhoons|geodata|tropical cyclone idai - mar 2019,2019-04-10,"March 29, 2019-March 29, 2019",2019-2019,Never,Zimbabwe,"25.2374,-15.6093,33.0682,-22.422",Vector data,Shapefile,https://data.humdata.org/dataset/satellite-detected-waters-extent-as-of-24-march-2019-over-mashonaland-east-province-zimbabwe,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/ZW/TC20190324ZWE/TC20190324ZWE_SHP.zip,925ab0c9-4859-4e36-b8e4-861b4f385209,https://data.humdata.org/dataset/satellite-detected-waters-extent-as-of-24-march-2019-over-mashonaland-east-province-zimbabwe,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Cumulative Satellite detected waters extent overview between 13 & 26 March 2019 over Sofala province, Mozambique","Cumulative Satellite detected waters extent overview between 13 & 26 March 2019 over Sofala province, Mozambique","This map illustrates the cumulative satellite-detected surface waters in central provinces of Mozambique and particularly the Sofala province and its surroundings, as observed from the Sentinel-1 imagery acquired between 13 & 26 March 2019. Within the analysis extent. over Sofala and Manica provinces, a total of 170,000 km2 of surface imagery were analyzed and about 10,000 km2 of lands experienced floods within this period. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.
Satellite data : Sentinel-1 
Imagery date: 13-14-19-20-26 March 2019 Resolution: 10 m 
Copyright: Copernicus 2019/ESA 
Source:ESABoundary data: OCHA ROSEA Water body & waterway: COD Analysis : UNITAR-UNOSATProduction:UNITAR - UNOSAT",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,cyclones - hurricanes - typhoons|geodata|tropical cyclone idai - mar 2019,2019-04-10,"April 04, 2019-April 04, 2019",2019-2019,Never,Mozambique,"30.2156,-10.4732,40.8445,-26.8682",Vector data,Shapefile,https://data.humdata.org/dataset/cumulative-satellite-detected-waters-extent-13-26-march-2019-over-sofala-province-mozambique,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/MZ/TC20190312MOZ/TC20190312MOZ_SHP.zip,9288566a-4715-46d5-888b-2352455d68c9,https://data.humdata.org/dataset/cumulative-satellite-detected-waters-extent-13-26-march-2019-over-sofala-province-mozambique,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected waters extent, as of 7 April 2019 over Tete and Zambezia provinces, Mozambique","Satellite detected waters extent, as of 7 April 2019 over Tete and Zambezia provinces, Mozambique","This map illustrates satellite-detected surface waters in Tete and Zambezia province, Mozambique as observed from Sentinel-1 imagery acquired on 7 April 2019. Within the analysed extent of about 7,800 sq km, a total about 100 sq km of lands appear to be flooded as of 7 April 2019. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.
Satellite Data (Post): Sentinel-1 
Imagery Date (1): 7 April 2019 
Imagery Date (2): 20 March 2019 
Resolution: 10 m 
Copyright: Copernicus 2019 / ESA Source: ESA",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,cyclones - hurricanes - typhoons|geodata|tropical cyclone idai - mar 2019,2019-04-10,"April 09, 2019-April 09, 2019",2019-2019,Never,Mozambique,"30.2156,-10.4732,40.8445,-26.8682",Vector data,Shapefile,https://data.humdata.org/dataset/satellite-detected-waters-extent-as-of-7-april-2019-over-tete-and-zambezia-provinces-mozambique,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/MZ/TC20190312MOZ/TC20190312MOZ_SHP.zip,c82e5d7d-8a27-4206-a004-c7957fd0f167,https://data.humdata.org/dataset/satellite-detected-waters-extent-as-of-7-april-2019-over-tete-and-zambezia-provinces-mozambique,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
Electrical Distribution Grid Maps,Electrical Distribution Grid Maps,"Facebook has produced a model to help map global medium voltage (MV) grid infrastructure, i.e. the distribution lines which connect high-voltage transmission infrastructure to consumer-serving low-voltage distribution. The data found here are model outputs for six select African countries: Malawi, Nigeria, Uganda, DRC, Cote D’Ivoire, and Zambia. The grid maps are produced using a new methodology that employs various publicly-available datasets (night time satellite imagery, roads, political boundaries, etc) to predict the location of existing MV grid infrastructure. The model documentation and code are also available , so data scientists and planners globally can replicate the model to expand model coverage to other countries where this data is not already available. You can find the model code and documentation here: https://github.com/facebookresearch/many-to-many-dijkstraNote: current model accuracy is approximately 70% when compared to existing ground-truthed data. Accuracy can be further improved by integrating other locally-relevant information into the model and running it again.Resolution: geotiff is provided at Bing Tile Level 20",eng,Facebook,Datasets,,access to electricity|electricity|geodata,2019-03-19,"January 24, 2019-January 24, 2019",2019-2019,Never,Côte d'Ivoire|Democratic Republic of the Congo|Malawi|Nigeria|Uganda|Zambia,"-8.6021,13.8856,35.9186,-18.0774",Vector data,Geotiff,https://data.humdata.org/dataset/electricaldistributiongridmaps,https://data.humdata.org/dataset/5040df47-96a2-4b3c-9a7f-2b7fb2b41316/resource/b1d4c926-42eb-4227-b024-809302ee035f/download/electrical_grid_cote_divoire_15_electrical_distribution_grid-1.tif.zip,3b86ee4d-95e0-440a-ab2e-5237b56a8d84,https://data.humdata.org/dataset/electricaldistributiongridmaps,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution International,Public,FALSE,FALSE,23.7K
Kenya Population 2016,Kenya Population 2016,2016 Kenya population density (per square km),eng,American Red Cross,Datasets,,baseline population|geodata,2019-02-14,"December 31, 2016-December 31, 2016",2016-2016,Every year,Kenya,"33.9098,5.0334,41.9069,-4.6799",Vector data,Geotiff,https://data.humdata.org/dataset/kenya-population-2016,https://data.humdata.org/dataset/a6518379-54f0-47eb-a463-6a1c3fbfca2d/resource/bbb48739-9772-4fa4-bdb9-fe5294025c8b/download/ke_pop16.tif,04962cd3-ca97-418d-b9fb-f3ac0dbbd7fa,https://data.humdata.org/dataset/kenya-population-2016,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution International,Public,FALSE,FALSE,4.6M
"Rainfall, Conflict, and Food Insecurity Measurement in Post-Succession Sudan and South Sudan (July Months, 2013-2016)","Rainfall, Conflict, and Food Insecurity Measurement in Post-Succession Sudan and South Sudan (July Months, 2013-2016)","July precipitation anomalies from 2013–2016 for Sudan and South Sudan, which may have negatively affected agrarian populations during the lean season, are generated from NASA TRMM/TMPA 3P43 (Tropical Rainfall Measuring Mission/Multi-Satellite Precipitation Analysis).  These anomalies are available to analyze in relation local population estimates (WorldPop), reported conflict events and fatalities (Armed Conflict Locations and Events Data Project), food security classification (Integrated Phase Classification, Famine Early Warning Systems Network), and other sources for measuring crop access to water (Climate Hazards Group InfraRed Precipitation with Station data).Data were compiled by Maimouna Kante and Lisa Jordan.",eng,Drew University,Datasets,,violence and conflict,2019-01-24,"July 31, 2013-July 31, 2016",2013-2016,As needed,South Sudan|Sudan,"21.8146,23.1464,38.5823,3.489",Vector data,Shapefile,https://data.humdata.org/dataset/rainfall-conflict-and-food-insecurity-measurement-in-post-succession-sudan-and-south-sudan,https://data.humdata.org/dataset/c244053c-2a7c-4a2c-b83d-5355725474be/resource/84eac0c8-aff5-424f-a0e7-d2c12099da1d/download/sudan_climate-conflict_dataset.zip,6e41eb8b-fd63-4695-9e09-a11731223dcb,https://data.humdata.org/dataset/rainfall-conflict-and-food-insecurity-measurement-in-post-succession-sudan-and-south-sudan,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution International,Public,FALSE,FALSE,461.8K
Digital Globe Imagery Palu Indonesia Earthquake post event West,Digital Globe Imagery Palu Indonesia Earthquake post event West,Imagery of Palu City (West) Indonesia after the 7.5 magnitude earthquake followed by tsunami courtesy of Digital Globe. Please see license below for attribution and limitations. Data extracted from OpenAerialMap.https://www.digitalglobe.com/opendata/indonesia-earthquake-tsunami/license,eng,WFP - World Food Programme,Datasets,,earthquakes|geodata,2018-10-04,"October 02, 2018-October 02, 2018",2018-2018,Every year,Indonesia,"95.0111,6.0769,141.0194,-11.0076",Vector data,Geotiff,https://data.humdata.org/dataset/digital-globe-imagery-palu-indonesia-earthquake-post-event,https://data.humdata.org/dataset/405518bf-5273-4027-b25f-9d06ea277bc6/resource/fbe0d406-5729-4ac6-960c-18f2667e5c19/download/5bb44120a98d9600075b8329.tif,7eb3d8e3-16b3-4176-a50d-ab3adde9cd9f,https://data.humdata.org/dataset/digital-globe-imagery-palu-indonesia-earthquake-post-event,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Other: https://www.digitalglobe.com/opendata/indonesia-earthquake-tsunami/license,Public,FALSE,FALSE,57.0M
"Liberia - Admin levels, populated places, roads","Liberia - Admin levels, populated places, roads","Other data (Admin levels, populated places, roads)Geodatabase for Liberia with Admin levels 1 and 2, populated places, major and secondary roads. There are other datasets available for LIberia, these datasets have not been identified as CODs.",eng,OCHA Liberia,Datasets,,geodata,2018-08-16,"September 03, 2014-September 03, 2014",2014-2014,Every year,Liberia,"-11.4993,8.552,-7.3693,4.3533",Vector data,Geodatabase,https://data.humdata.org/dataset/liberia-other,https://data.humdata.org/dataset/5d37d701-76d4-409d-89ed-7169d8b7d6d5/resource/8784bc67-2cf5-43ac-bdf0-331a859480de/download/20140829_unmil_base_data_with_metadata.zip,b58f1392-acb7-494d-8802-2bce724e756b,https://data.humdata.org/dataset/liberia-other,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,"Other: UNMIL GIS Unit is willing to share geographic datasets on populated places in Liberia upon the following data usage terms: Warranty: The dataset is made available on an ""as is"" condition with no representation or guarantee made concerning the accuracy, currency, or completeness of the information provided. The depiction and use of place names and related information in this dataset may include inaccuracies or errors and therefore it does not necessarily imply official endorsement or acceptance by the United Nations and UNMIL as its entity. Condition of Use: You are free to access, use, distribute and adapt our data as user, as long as you provide attribution or credit to UNMIL See this terms of use. This does not replace any terms of use information provided with the dataset.",Public,FALSE,FALSE,346.9K
Cameroon - Digital Elevation Model,Cameroon - Digital Elevation Model,The dataset represents the Digital Elevation Model of Cameroon.,eng,OCHA ROWCA,Datasets,,common operational dataset - cod|elevation - topography - altitude|geodata,2018-08-16,"April 23, 2004-April 23, 2004",2004-2004,Every year,Cameroon,"8.4984,13.0833,16.1944,1.6559",Vector data,Arc/info grid,https://data.humdata.org/dataset/cameroon-elevation-model,https://data.humdata.org/dataset/c911ddf5-f68c-4d75-935e-6e061bdd6346/resource/45a0c304-018e-4b91-afea-5d903d482d78/download/cmr_dem_90-m_wfp.zip,ea71da0b-ca5c-4035-98ca-dff3449b6658,https://data.humdata.org/dataset/cameroon-elevation-model,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution for Intergovernmental Organisations,Public,FALSE,FALSE,2.2M
Guinea-Bissau - Elevation Model,Guinea-Bissau - Elevation Model,Digital Elevation Model of Guinea BissauThe dataset represents the Digital Elevation Model of Guinea Bissau. It was downloaded from CGIAR data and processed by WFPResolution: 90 meter,eng,OCHA ROWCA,Datasets,,common operational dataset - cod|elevation - topography - altitude|geodata,2018-08-16,"January 01, 2004-January 01, 2004",2004-2004,Every year,Guinea-Bissau,"-16.7175,12.6808,-13.6365,10.86",Vector data,Geotiff,https://data.humdata.org/dataset/guinea-bissau-elevation-model,https://data.humdata.org/dataset/a0f3f76a-76da-41a5-ae03-1ba9e7b17c22/resource/2b915904-d8e1-4a72-a971-b2be2952018f/download/gnb_dem.zip,cc16cb2b-fcce-4827-ba6c-45ef98ac759b,https://data.humdata.org/dataset/guinea-bissau-elevation-model,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Other: For use by the humanitarian communitySee this terms of use. This does not replace any terms of use information provided with the dataset.,Public,FALSE,FALSE,187.0K
Senegal - Digital Elevation Model,Senegal - Digital Elevation Model,"The dataset represents the digital elevation model of Senegal. 
Resolution: 90 meters",eng,OCHA ROWCA,Datasets,,common operational dataset - cod|elevation - topography - altitude|geodata,2018-08-16,"April 23, 2004-April 23, 2004",2004-2004,Every year,Senegal,"-17.5295,16.693,-11.3458,12.3073",Vector data,Arc/info grid,https://data.humdata.org/dataset/senegal-elevation-model,https://data.humdata.org/dataset/d5cb39c6-febb-4069-981e-78f2207ab3d1/resource/9b79fc25-27a3-42ba-9b70-ebc24d311d30/download/sen_dem_90-m_wfp.zip,d3775c1d-5dd6-4b25-b6c3-2170562c838f,https://data.humdata.org/dataset/senegal-elevation-model,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution for Intergovernmental Organisations,Public,FALSE,FALSE,409.9K
